time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
1607,2017-05-27,00:00:00.00,85.8473,3305.04,77.951,40.1666,0,0,1144.49,59.2901,0,0,0,102.818,0,0,77.951,77.951,40.1666,40.1666,1230.34,1203.78,754.312,3754.51,3857.32,1867.6,1867.6,1196.41,717.529,717.529,2535.13,22.9724,1810.53
1608,2017-05-28,00:00:00.00,85.8473,3305.04,77.951,40.1666,0,0,1144.49,59.2901,0,0,0,102.818,0,0,77.951,77.951,40.1666,40.1666,1230.34,1203.78,754.312,3754.51,3857.32,1873.18,1873.18,1196.41,723.054,723.054,2535.13,22.9724,1810.69
1609,2017-05-29,00:00:00.00,85.8473,3305.42,77.9613,40.1666,0,0,1144.49,59.2901,0,0,0,102.827,0,0,77.9613,77.9613,40.1666,40.1666,1230.34,1203.78,754.357,3754.84,3857.67,1878.75,1878.75,1196.74,724.435,724.435,2535.13,22.9724,1810.69
1610,2017-05-30,00:00:00.00,85.8473,3317.1,78.2738,40.1666,0,0,1144.49,59.2901,0,0,0,103.093,0,0,78.2738,78.2738,40.1666,40.1666,1230.34,1203.78,756.113,3764.77,3867.86,1884.02,1884.02,1202.47,724.435,724.435,2539.32,22.9724,1811.14
1611,2017-05-31,00:00:00.00,85.8473,3322.08,78.407,40.1666,0,0,1144.49,59.2901,0,0,0,103.207,0,0,78.407,78.407,40.1666,40.1666,1230.34,1203.78,756.797,3769.06,3872.27,1889.47,1889.47,1206.76,728.184,728.184,2539.32,22.9724,1811.14
1612,2017-06-01,00:00:00.00,85.8473,3322.08,78.407,40.1666,0,0,1144.49,59.2901,0,0,0,103.207,0,0,78.407,78.407,40.1666,40.1666,1230.34,1203.78,756.797,3769.06,3872.27,1893.68,1893.68,1206.76,728.184,728.184,2539.32,22.9724,1811.14
1613,2017-06-02,00:00:00.00,85.8473,3322.08,78.407,40.1666,0,0,1144.49,59.2901,0,0,0,103.207,0,0,78.407,78.407,40.1666,40.1666,1230.34,1203.78,756.797,3769.06,3872.27,1893.68,1893.68,1206.76,728.184,728.184,2539.32,22.9724,1811.14
1614,2017-06-03,00:00:00.00,85.8473,3322.08,78.407,40.1666,0,0,1144.49,59.2901,0,0,0,103.207,0,0,78.407,78.407,40.1666,40.1666,1230.34,1203.78,756.797,3769.06,3872.27,1893.68,1893.68,1206.76,728.184,728.184,2539.32,22.9724,1811.14
1615,2017-06-04,00:00:00.00,85.8473,3329.16,78.5966,40.1666,0,0,1144.49,59.2901,0,0,0,103.369,0,0,78.5966,78.5966,40.1666,40.1666,1230.34,1203.78,757.968,3774.97,3878.34,1893.68,1893.68,1212.08,728.184,728.184,2539.92,22.9724,1811.2
1616,2017-06-05,00:00:00.00,85.8473,3331.27,78.653,40.1666,0,0,1144.49,59.2901,0,0,0,103.417,0,0,78.653,78.653,40.1666,40.1666,1230.34,1203.78,758.235,3776.81,3880.23,1897.23,1897.23,1213.92,728.72,728.72,2539.92,22.9724,1811.2
1617,2017-06-06,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1897.23,1897.23,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1618,2017-06-07,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1897.23,1897.23,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1619,2017-06-08,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1897.23,1897.23,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1620,2017-06-09,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1897.23,1897.23,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1621,2017-06-10,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1900.37,1900.37,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1622,2017-06-11,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1907.7,1907.7,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1623,2017-06-12,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1915.15,1915.15,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1624,2017-06-13,00:00:00.00,85.8473,3332.03,78.6735,40.1666,0,0,1144.49,59.2901,0,0,0,103.434,0,0,78.6735,78.6735,40.1666,40.1666,1230.34,1203.78,758.338,3777.47,3880.91,1922.61,1922.61,1214.58,728.72,728.72,2539.92,22.9724,1811.2
1625,2017-06-14,00:00:00.00,85.8473,3332.8,78.694,40.1666,0,0,1144.49,59.2901,0,0,0,103.452,0,0,78.694,78.694,40.1666,40.1666,1230.34,1203.78,758.563,3778.02,3881.47,1929.4,1929.4,1215.12,728.72,728.72,2539.92,22.9724,1811.2
1626,2017-06-15,00:00:00.00,85.8473,3332.8,78.694,40.1666,0,0,1144.49,59.2901,0,0,0,103.452,0,0,78.694,78.694,40.1666,40.1666,1230.34,1203.78,758.563,3778.02,3881.47,1933.04,1933.04,1215.12,728.72,728.72,2539.92,22.9724,1811.2
1627,2017-06-16,00:00:00.00,85.8473,3350.22,79.1602,40.1666,0,0,1144.49,59.2901,0,0,0,103.849,0,0,79.1602,79.1602,40.1666,40.1666,1230.34,1203.78,764.931,3789.07,3892.92,1933.04,1933.04,1224.88,728.72,728.72,2541.22,22.9724,1811.34
1628,2017-06-17,00:00:00.00,85.8473,3351.56,79.1961,40.1666,0,0,1144.49,59.2901,0,0,0,103.88,0,0,79.1961,79.1961,40.1666,40.1666,1230.34,1203.78,765.264,3790.08,3893.96,1940.45,1940.45,1225.88,729.878,729.878,2541.22,22.9724,1811.34
1629,2017-06-18,00:00:00.00,85.8473,3366.88,79.606,40.1666,0,0,1144.49,59.2901,0,0,0,104.229,0,0,79.606,79.606,40.1666,40.1666,1230.34,1203.78,769.713,3800.94,3905.17,1947.47,1947.47,1235.46,729.878,729.878,2542.52,22.9724,1811.48
1630,2017-06-19,00:00:00.00,85.8473,3373.77,79.7904,40.1666,0,0,1144.49,59.2901,0,0,0,104.387,0,0,79.7904,79.7904,40.1666,40.1666,1230.34,1203.78,771.385,3806.17,3910.55,1954.74,1954.74,1240.68,731.036,731.036,2542.52,22.9724,1811.48
1631,2017-06-20,00:00:00.00,85.8473,3378.56,79.9185,40.1666,0,0,1144.49,59.2901,0,0,0,104.496,0,0,79.9185,79.9185,40.1666,40.1666,1230.34,1203.78,772.558,3809.78,3914.27,1960.54,1960.54,1244.29,731.036,731.036,2542.52,22.9724,1811.48
1632,2017-06-21,00:00:00.00,85.8473,3393.3,80.313,40.1666,0,0,1144.49,59.2901,0,0,0,104.832,0,0,80.313,80.313,40.1666,40.1666,1230.34,1203.78,776.271,3820.81,3925.64,1963.29,1963.29,1252.17,731.036,731.036,2545.67,22.9724,1811.82
1633,2017-06-22,00:00:00.00,85.8473,3393.3,80.313,40.1666,0,0,1144.49,59.2901,0,0,0,104.832,0,0,80.313,80.313,40.1666,40.1666,1230.34,1203.78,776.271,3820.81,3925.64,1964.1,1964.1,1252.17,731.846,731.846,2545.67,22.9724,1812.03
1634,2017-06-23,00:00:00.00,85.8473,3471.43,80.8188,40.1666,0,0,1144.49,59.2901,0,0,0,106.579,0,0,80.8188,80.8188,40.1666,40.1666,1230.34,1203.78,791.857,3883.35,3989.93,1966.73,1966.73,1256.32,733.638,733.638,2593.35,33.6816,1817.11
1635,2017-06-24,00:00:00.00,85.8473,3472.38,80.8445,40.1666,0,0,1144.49,59.2901,0,0,0,106.601,0,0,80.8445,80.8445,40.1666,40.1666,1230.34,1203.78,791.951,3884.21,3990.81,1974.16,1974.16,1257.19,741.092,741.092,2593.35,33.6816,1820.85
1636,2017-06-25,00:00:00.00,85.8473,3472.38,80.8445,40.1666,0,0,1144.49,59.2901,0,0,0,106.601,0,0,80.8445,80.8445,40.1666,40.1666,1230.34,1203.78,791.951,3884.21,3990.81,1977.3,1977.3,1257.19,744.232,744.232,2593.35,33.6816,1823.86
1637,2017-06-26,00:00:00.00,85.8473,3474.49,80.9008,40.1666,0,0,1144.49,59.2901,0,0,0,106.649,0,0,80.9008,80.9008,40.1666,40.1666,1230.34,1203.78,792.274,3885.99,3992.64,1977.3,1977.3,1258.97,744.232,744.232,2593.35,33.6816,1826.56
1638,2017-06-27,00:00:00.00,85.8473,3474.68,80.9059,40.1666,0,0,1144.49,59.2901,0,0,0,106.654,0,0,80.9059,80.9059,40.1666,40.1666,1230.34,1203.78,792.301,3886.16,3992.81,1977.3,1977.3,1259.13,744.232,744.232,2593.35,33.6816,1828.96
1639,2017-06-28,00:00:00.00,85.8473,3476.02,80.9418,40.1666,0,0,1144.49,59.2901,0,0,0,106.684,0,0,80.9418,80.9418,40.1666,40.1666,1230.34,1203.78,792.489,3887.31,3994,1977.3,1977.3,1260.29,744.232,744.232,2593.35,33.6816,1831.11
1640,2017-06-29,00:00:00.00,85.8473,3478.51,81.0084,40.1666,0,0,1144.49,59.2901,0,0,0,106.741,0,0,81.0084,81.0084,40.1666,40.1666,1230.34,1203.78,792.817,3889.47,3996.21,1977.58,1977.58,1262.45,744.577,744.577,2593.35,33.6816,1832.99
1641,2017-06-30,00:00:00.00,85.8473,3490.57,81.3312,40.1666,0,0,1144.49,59.2901,0,0,0,107.016,0,0,81.3312,81.3312,40.1666,40.1666,1230.34,1203.78,794.255,3900.1,4007.11,1983.66,1983.66,1267.39,750.978,750.978,2599.02,33.6816,1834.59
1642,2017-07-01,00:00:00.00,85.8473,3491.91,81.3671,40.1666,0,0,1144.49,59.2901,0,0,0,107.047,0,0,81.3671,81.3671,40.1666,40.1666,1230.34,1203.78,794.412,3901.28,4008.33,1991.08,1991.08,1268.57,758.432,758.432,2599.02,33.6816,1835.23
1643,2017-07-02,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,1994.52,1994.52,1269.38,761.893,761.893,2599.02,33.6816,1835.43
1644,2017-07-03,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,1994.52,1994.52,1269.38,761.893,761.893,2599.02,33.6816,1835.61
1645,2017-07-04,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,1994.99,1994.99,1269.38,762.361,762.361,2599.02,33.6816,1835.73
1646,2017-07-05,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,1994.99,1994.99,1269.38,762.361,762.361,2599.02,33.6816,1835.83
1647,2017-07-06,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,1995.95,1995.95,1269.38,763.174,763.174,2599.02,33.6816,1835.83
1648,2017-07-07,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,2001.41,2001.41,1269.38,763.195,763.195,2599.02,33.6816,1835.83
1649,2017-07-08,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,2004.87,2004.87,1269.38,763.195,763.195,2599.02,33.6816,1835.83
1650,2017-07-09,00:00:00.00,85.8473,3492.87,81.3927,40.1666,0,0,1144.49,59.2901,0,0,0,107.069,0,0,81.3927,81.3927,40.1666,40.1666,1230.34,1203.78,794.559,3902.09,4009.16,2005.84,2005.84,1269.38,763.195,763.195,2599.02,33.6816,1835.83
1651,2017-07-10,00:00:00.00,85.8473,3497.85,81.5259,40.1666,0,0,1144.49,59.2901,0,0,0,107.182,0,0,81.5259,81.5259,40.1666,40.1666,1230.34,1203.78,795.754,3905.87,4013.06,2006.67,2006.67,1273.17,763.195,763.195,2599.02,33.6816,1835.83
1652,2017-07-11,00:00:00.00,85.8473,3497.85,81.5259,40.1666,0,0,1144.49,59.2901,0,0,0,107.182,0,0,81.5259,81.5259,40.1666,40.1666,1230.34,1203.78,795.754,3905.87,4013.06,2007.14,2007.14,1273.17,763.195,763.195,2599.02,33.6816,1835.83
1653,2017-07-12,00:00:00.00,85.8473,3497.85,81.5259,40.1666,0,0,1144.49,59.2901,0,0,0,107.182,0,0,81.5259,81.5259,40.1666,40.1666,1230.34,1203.78,795.754,3905.87,4013.06,2012.1,2012.1,1273.17,763.195,763.195,2599.02,33.6816,1835.83
1654,2017-07-13,00:00:00.00,85.8473,3509.53,81.8384,40.1666,0,0,1144.49,59.2901,0,0,0,107.449,0,0,81.8384,81.8384,40.1666,40.1666,1230.34,1203.78,798.658,3914.65,4022.1,2017.74,2017.74,1281.63,763.195,763.195,2599.34,33.6816,1835.86
1655,2017-07-14,00:00:00.00,85.8473,3518.72,82.0844,40.1666,0,0,1144.49,59.2901,0,0,0,107.658,0,0,82.0844,82.0844,40.1666,40.1666,1230.34,1203.78,800.598,3921.9,4029.56,2017.74,2017.74,1288.16,763.195,763.195,2600.05,33.6816,1835.97
1656,2017-07-15,00:00:00.00,85.8473,3519.1,82.0946,40.1666,0,0,1144.49,59.2901,0,0,0,107.667,0,0,82.0946,82.0946,40.1666,40.1666,1230.34,1203.78,800.659,3922.22,4029.89,2021.69,2021.69,1288.48,764.086,764.086,2600.05,33.6816,1835.97
1657,2017-07-16,00:00:00.00,85.8473,3519.1,82.0946,40.1666,0,0,1144.49,59.2901,0,0,0,107.667,0,0,82.0946,82.0946,40.1666,40.1666,1230.34,1203.78,800.659,3922.22,4029.89,2025.15,2025.15,1288.48,764.086,764.086,2600.05,33.6816,1835.97
1658,2017-07-17,00:00:00.00,85.8473,3522.35,82.1817,40.1666,0,0,1144.49,59.2901,0,0,0,107.741,0,0,82.1817,82.1817,40.1666,40.1666,1230.34,1203.78,801.316,3924.82,4032.56,2026.03,2026.03,1291.08,764.086,764.086,2600.05,33.6816,1835.97
1659,2017-07-18,00:00:00.00,85.8473,3522.35,82.1817,40.1666,0,0,1144.49,59.2901,0,0,0,107.741,0,0,82.1817,82.1817,40.1666,40.1666,1230.34,1203.78,801.316,3924.82,4032.56,2030.99,2030.99,1291.08,764.086,764.086,2600.05,33.6816,1835.97
1660,2017-07-19,00:00:00.00,85.8473,3522.35,82.1817,40.1666,0,0,1144.49,59.2901,0,0,0,107.741,0,0,82.1817,82.1817,40.1666,40.1666,1230.34,1203.78,801.316,3924.82,4032.56,2035.45,2035.45,1291.08,764.086,764.086,2600.05,33.6816,1835.97
1661,2017-07-20,00:00:00.00,85.8473,3522.35,82.1817,40.1666,0,0,1144.49,59.2901,0,0,0,107.741,0,0,82.1817,82.1817,40.1666,40.1666,1230.34,1203.78,801.316,3924.82,4032.56,2043.4,2043.4,1291.08,764.086,764.086,2600.05,33.6816,1835.97
1662,2017-07-21,00:00:00.00,85.8473,3530.01,82.3867,40.1666,0,0,1144.49,59.2901,0,0,0,107.916,0,0,82.3867,82.3867,40.1666,40.1666,1230.34,1203.78,803.636,3930.16,4038.07,2045.49,2045.49,1296.42,764.086,764.086,2600.05,33.6816,1835.97
1663,2017-07-22,00:00:00.00,85.8473,3530.01,82.3867,40.1666,0,0,1144.49,59.2901,0,0,0,107.916,0,0,82.3867,82.3867,40.1666,40.1666,1230.34,1203.78,803.636,3930.16,4038.07,2052.33,2052.33,1296.42,764.086,764.086,2600.05,33.6816,1835.97
1664,2017-07-23,00:00:00.00,85.8473,3531.16,82.4174,40.1666,0,0,1144.49,59.2901,0,0,0,107.942,0,0,82.4174,82.4174,40.1666,40.1666,1230.34,1203.78,803.994,3930.95,4038.89,2055.31,2055.31,1297.21,764.086,764.086,2600.05,33.6816,1835.97
1665,2017-07-24,00:00:00.00,85.8473,3548.97,82.8939,40.1666,0,0,1144.49,59.2901,0,0,0,108.349,0,0,82.8939,82.8939,40.1666,40.1666,1230.34,1203.78,809.791,3942.95,4051.3,2058.1,2058.1,1306.64,764.086,764.086,2602.63,33.6816,1836.24
1666,2017-07-25,00:00:00.00,85.8473,3551.84,82.9708,40.1666,0,0,1144.49,59.2901,0,0,0,108.414,0,0,82.9708,82.9708,40.1666,40.1666,1230.34,1203.78,810.476,3945.14,4053.56,2058.1,2058.1,1308.83,764.086,764.086,2602.63,33.6816,1836.49
1667,2017-07-26,00:00:00.00,85.8473,3551.84,82.9708,40.1666,0,0,1144.49,59.2901,0,0,0,108.414,0,0,82.9708,82.9708,40.1666,40.1666,1230.34,1203.78,810.476,3945.14,4053.56,2058.1,2058.1,1308.83,764.086,764.086,2602.63,33.6816,1836.71
1668,2017-07-27,00:00:00.00,85.8473,3554.71,83.0476,40.1666,0,0,1144.49,59.2901,0,0,0,108.48,0,0,83.0476,83.0476,40.1666,40.1666,1230.34,1203.78,811.107,3947.38,4055.86,2058.1,2058.1,1311.07,764.086,764.086,2602.63,33.6816,1836.9
1669,2017-07-28,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2064,2064,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1670,2017-07-29,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2064,2064,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1671,2017-07-30,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2065.46,2065.46,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1672,2017-07-31,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2070.92,2070.92,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1673,2017-08-01,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2076.18,2076.18,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1674,2017-08-02,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2082.12,2082.12,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1675,2017-08-03,00:00:00.00,85.8473,3556.82,83.104,40.1666,0,0,1144.49,59.2901,0,0,0,108.528,0,0,83.104,83.104,40.1666,40.1666,1230.34,1203.78,811.53,3949.07,4057.59,2087.29,2087.29,1312.75,765.727,765.727,2602.63,33.6816,1836.9
1676,2017-08-04,00:00:00.00,85.8473,3559.3,83.1706,40.1666,0,0,1144.49,59.2901,0,0,0,108.585,0,0,83.1706,83.1706,40.1666,40.1666,1230.34,1203.78,812.514,3950.57,4059.16,2091.9,2091.9,1314.26,765.727,765.727,2602.63,33.6816,1836.9
1677,2017-08-05,00:00:00.00,85.8473,3560.45,83.2013,40.1666,0,0,1144.49,59.2901,0,0,0,108.611,0,0,83.2013,83.2013,40.1666,40.1666,1230.34,1203.78,812.988,3951.25,4059.86,2095.13,2095.13,1314.93,765.727,765.727,2602.63,33.6816,1836.9
1678,2017-08-06,00:00:00.00,85.8473,3560.84,83.2116,40.1666,0,0,1144.49,59.2901,0,0,0,108.619,0,0,83.2116,83.2116,40.1666,40.1666,1230.34,1203.78,813.153,3951.46,4060.08,2095.13,2095.13,1315.15,765.727,765.727,2602.63,33.6816,1836.9
1679,2017-08-07,00:00:00.00,85.8473,3562.94,83.268,40.1666,0,0,1144.49,59.2901,0,0,0,108.668,0,0,83.268,83.268,40.1666,40.1666,1230.34,1203.78,814.052,3952.67,4061.34,2095.13,2095.13,1316.36,765.727,765.727,2602.63,33.6816,1836.9
1680,2017-08-08,00:00:00.00,85.8473,3563.9,83.2936,40.1666,0,0,1144.49,59.2901,0,0,0,108.689,0,0,83.2936,83.2936,40.1666,40.1666,1230.34,1203.78,814.444,3953.24,4061.93,2095.13,2095.13,1316.92,765.727,765.727,2602.63,33.6816,1836.9
1681,2017-08-09,00:00:00.00,85.8473,3564.47,83.3089,40.1666,0,0,1144.49,59.2901,0,0,0,108.702,0,0,83.3089,83.3089,40.1666,40.1666,1230.34,1203.78,814.674,3953.58,4062.28,2095.13,2095.13,1317.27,765.727,765.727,2602.63,33.6816,1836.9
1682,2017-08-10,00:00:00.00,85.8473,3564.47,83.3089,40.1666,0,0,1144.49,59.2901,0,0,0,108.702,0,0,83.3089,83.3089,40.1666,40.1666,1230.34,1203.78,814.674,3953.58,4062.28,2097.66,2097.66,1317.27,765.727,765.727,2602.63,33.6816,1836.9
1683,2017-08-11,00:00:00.00,85.8473,3564.47,83.3089,40.1666,0,0,1144.49,59.2901,0,0,0,108.702,0,0,83.3089,83.3089,40.1666,40.1666,1230.34,1203.78,814.674,3953.58,4062.28,2100.28,2100.28,1317.27,765.727,765.727,2602.63,33.6816,1836.9
1684,2017-08-12,00:00:00.00,85.8473,3568.11,83.4063,40.1666,0,0,1144.49,59.2901,0,0,0,108.785,0,0,83.4063,83.4063,40.1666,40.1666,1230.34,1203.78,816.276,3955.62,4064.4,2102.5,2102.5,1319.3,765.727,765.727,2602.63,33.6816,1836.9
1685,2017-08-13,00:00:00.00,85.8473,3568.3,83.4114,40.1666,0,0,1144.49,59.2901,0,0,0,108.79,0,0,83.4114,83.4114,40.1666,40.1666,1230.34,1203.78,816.358,3955.72,4064.51,2103.5,2103.5,1319.41,765.727,765.727,2602.63,33.6816,1836.9
1686,2017-08-14,00:00:00.00,85.8473,3568.3,83.4114,40.1666,0,0,1144.49,59.2901,0,0,0,108.79,0,0,83.4114,83.4114,40.1666,40.1666,1230.34,1203.78,816.358,3955.72,4064.51,2104.47,2104.47,1319.41,765.727,765.727,2602.63,33.6816,1836.9
1687,2017-08-15,00:00:00.00,85.8473,3570.22,83.4627,40.1666,0,0,1144.49,59.2901,0,0,0,108.834,0,0,83.4627,83.4627,40.1666,40.1666,1230.34,1203.78,817.208,3956.79,4065.62,2105.91,2105.91,1320.48,765.727,765.727,2602.63,33.6816,1836.9
1688,2017-08-16,00:00:00.00,85.8473,3570.22,83.4627,40.1666,0,0,1144.49,59.2901,0,0,0,108.834,0,0,83.4627,83.4627,40.1666,40.1666,1230.34,1203.78,817.208,3956.79,4065.62,2107.6,2107.6,1320.48,765.727,765.727,2602.63,33.6816,1836.9
1689,2017-08-17,00:00:00.00,85.8473,3570.22,83.4627,40.1666,0,0,1144.49,59.2901,0,0,0,108.834,0,0,83.4627,83.4627,40.1666,40.1666,1230.34,1203.78,817.208,3956.79,4065.62,2109.44,2109.44,1320.48,765.727,765.727,2602.63,33.6816,1836.9
1690,2017-08-18,00:00:00.00,85.8473,3578.64,83.6881,40.1666,0,0,1144.49,59.2901,0,0,0,109.026,0,0,83.6881,83.6881,40.1666,40.1666,1230.34,1203.78,821.179,3961.24,4070.27,2110.28,2110.28,1324.93,765.727,765.727,2602.63,33.6816,1836.9
1691,2017-08-19,00:00:00.00,85.8473,3579.41,83.7086,40.1666,0,0,1144.49,59.2901,0,0,0,109.043,0,0,83.7086,83.7086,40.1666,40.1666,1230.34,1203.78,821.489,3961.7,4070.74,2112.75,2112.75,1325.39,765.727,765.727,2602.63,33.6816,1836.9
1692,2017-08-20,00:00:00.00,85.8473,3579.79,83.7188,40.1666,0,0,1144.49,59.2901,0,0,0,109.052,0,0,83.7188,83.7188,40.1666,40.1666,1230.34,1203.78,821.65,3961.92,4070.97,2112.75,2112.75,1325.61,765.727,765.727,2602.63,33.6816,1836.9
1693,2017-08-21,00:00:00.00,85.8473,3579.79,83.7188,40.1666,0,0,1144.49,59.2901,0,0,0,109.052,0,0,83.7188,83.7188,40.1666,40.1666,1230.34,1203.78,821.65,3961.92,4070.97,2114.59,2114.59,1325.61,765.727,765.727,2602.63,33.6816,1836.9
1694,2017-08-22,00:00:00.00,85.8473,3579.98,83.724,40.1666,0,0,1144.49,59.2901,0,0,0,109.056,0,0,83.724,83.724,40.1666,40.1666,1230.34,1203.78,821.732,3962.03,4071.09,2117.85,2117.85,1325.72,765.727,765.727,2602.63,33.6816,1836.9
1695,2017-08-23,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.9
