time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
1696,2017-08-24,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.9
1697,2017-08-25,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.9
1698,2017-08-26,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.91
1699,2017-08-27,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.91
1700,2017-08-28,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.91
1701,2017-08-29,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.91
1702,2017-08-30,00:00:00.00,85.8473,3598.36,84.214,40.1666,0,0,1144.49,59.2901,0,0,0,109.476,0,0,84.214,84.214,40.1666,40.1666,1230.34,1203.78,830.167,3971.98,4081.45,2121.89,2121.89,1335.66,765.727,765.727,2602.64,33.6816,1836.91
1703,2017-08-31,00:00:00.00,85.8473,3603.05,84.3396,40.1666,0,0,1144.49,59.2901,0,0,0,109.583,0,0,84.3396,84.3396,40.1666,40.1666,1230.34,1203.78,831.761,3975.07,4084.66,2121.89,2121.89,1338.76,765.727,765.727,2602.64,33.6816,1836.91
1704,2017-09-01,00:00:00.00,85.8473,3603.05,84.3396,40.1666,0,0,1144.49,59.2901,0,0,0,109.583,0,0,84.3396,84.3396,40.1666,40.1666,1230.34,1203.78,831.761,3975.07,4084.66,2121.89,2121.89,1338.76,765.727,765.727,2602.64,33.6816,1836.91
1705,2017-09-02,00:00:00.00,85.8473,3603.05,84.3396,40.1666,0,0,1144.49,59.2901,0,0,0,109.583,0,0,84.3396,84.3396,40.1666,40.1666,1230.34,1203.78,831.761,3975.07,4084.66,2121.89,2121.89,1338.76,765.727,765.727,2602.64,33.6816,1836.91
1706,2017-09-03,00:00:00.00,85.8473,3616.84,84.7085,40.1666,0,0,1144.49,59.2901,0,0,0,109.897,0,0,84.7085,84.7085,40.1666,40.1666,1230.34,1203.78,835.966,3984.65,4094.55,2121.89,2121.89,1347.32,765.727,765.727,2603.65,33.6816,1837.02
1707,2017-09-04,00:00:00.00,85.8473,3616.84,84.7085,40.1666,0,0,1144.49,59.2901,0,0,0,109.897,0,0,84.7085,84.7085,40.1666,40.1666,1230.34,1203.78,835.966,3984.65,4094.55,2123.64,2123.64,1347.32,766.636,766.636,2603.65,33.6816,1837.02
1708,2017-09-05,00:00:00.00,85.8473,3624.5,84.9134,40.1666,0,0,1144.49,59.2901,0,0,0,110.072,0,0,84.9134,84.9134,40.1666,40.1666,1230.34,1203.78,837.723,3990.56,4100.63,2128.1,2128.1,1353.22,766.638,766.638,2603.65,33.6816,1837.02
1709,2017-09-06,00:00:00.00,85.8473,3637.13,85.2516,40.1666,0,0,1144.49,59.2901,0,0,0,110.36,0,0,85.2516,85.2516,40.1666,40.1666,1230.34,1203.78,840.359,4000.55,4110.92,2129.54,2129.54,1359.84,766.638,766.638,2607.03,33.6816,1837.38
1710,2017-09-07,00:00:00.00,85.8473,3637.13,85.2516,40.1666,0,0,1144.49,59.2901,0,0,0,110.36,0,0,85.2516,85.2516,40.1666,40.1666,1230.34,1203.78,840.359,4000.55,4110.92,2129.54,2129.54,1359.84,766.638,766.638,2607.03,33.6816,1837.7
1711,2017-09-08,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2129.54,2129.54,1363.54,766.638,766.638,2607.03,33.6816,1837.99
1712,2017-09-09,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2129.54,2129.54,1363.54,766.638,766.638,2607.03,33.6816,1838.24
1713,2017-09-10,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2129.54,2129.54,1363.54,766.638,766.638,2607.03,33.6816,1838.47
1714,2017-09-11,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2129.54,2129.54,1363.54,766.638,766.638,2607.03,33.6816,1838.68
1715,2017-09-12,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2129.55,2129.55,1363.54,766.644,766.644,2607.03,33.6816,1838.86
1716,2017-09-13,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2132.18,2132.18,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1717,2017-09-14,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2135.97,2135.97,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1718,2017-09-15,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2140.63,2140.63,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1719,2017-09-16,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2145.29,2145.29,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1720,2017-09-17,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2149.95,2149.95,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1721,2017-09-18,00:00:00.00,85.8473,3641.54,85.3694,40.1666,0,0,1144.49,59.2901,0,0,0,110.461,0,0,85.3694,85.3694,40.1666,40.1666,1230.34,1203.78,841.065,4004.25,4114.71,2154.56,2154.56,1363.54,768.175,768.175,2607.03,33.6816,1838.86
1722,2017-09-19,00:00:00.00,85.8473,3642.11,85.3848,40.1666,0,0,1144.49,59.2901,0,0,0,110.474,0,0,85.3848,85.3848,40.1666,40.1666,1230.34,1203.78,841.234,4004.66,4115.13,2158.77,2158.77,1363.94,768.175,768.175,2607.03,33.6816,1838.86
1723,2017-09-20,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2162.71,2162.71,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1724,2017-09-21,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2166.69,2166.69,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1725,2017-09-22,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2170.34,2170.34,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1726,2017-09-23,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2173.68,2173.68,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1727,2017-09-24,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2176.74,2176.74,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1728,2017-09-25,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2179.54,2179.54,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1729,2017-09-26,00:00:00.00,85.8473,3646.9,85.5129,40.1666,0,0,1144.49,59.2901,0,0,0,110.583,0,0,85.5129,85.5129,40.1666,40.1666,1230.34,1203.78,842.773,4007.91,4118.49,2182.1,2182.1,1367.19,768.175,768.175,2607.03,33.6816,1838.86
1730,2017-09-27,00:00:00.00,85.8473,3649.96,85.5949,40.1666,0,0,1144.49,59.2901,0,0,0,110.653,0,0,85.5949,85.5949,40.1666,40.1666,1230.34,1203.78,844.228,4009.51,4120.17,2184.53,2184.53,1368.8,768.175,768.175,2607.03,33.6816,1838.86
1731,2017-09-28,00:00:00.00,85.8473,3649.96,85.5949,40.1666,0,0,1144.49,59.2901,0,0,0,110.653,0,0,85.5949,85.5949,40.1666,40.1666,1230.34,1203.78,844.228,4009.51,4120.17,2186.93,2186.93,1368.8,768.175,768.175,2607.03,33.6816,1838.86
1732,2017-09-29,00:00:00.00,85.8473,3650.15,85.6,40.1666,0,0,1144.49,59.2901,0,0,0,110.657,0,0,85.6,85.6,40.1666,40.1666,1230.34,1203.78,844.322,4009.61,4120.27,2186.93,2186.93,1368.9,768.175,768.175,2607.03,33.6816,1838.86
1733,2017-09-30,00:00:00.00,85.8473,3654.75,85.723,40.1666,0,0,1144.49,59.2901,0,0,0,110.762,0,0,85.723,85.723,40.1666,40.1666,1230.34,1203.78,846.574,4011.95,4122.72,2186.93,2186.93,1371.24,768.175,768.175,2607.03,33.6816,1838.86
1734,2017-10-01,00:00:00.00,85.8473,3654.75,85.723,40.1666,0,0,1144.49,59.2901,0,0,0,110.762,0,0,85.723,85.723,40.1666,40.1666,1230.34,1203.78,846.574,4011.95,4122.72,2186.93,2186.93,1371.24,768.175,768.175,2607.03,33.6816,1838.86
1735,2017-10-02,00:00:00.00,85.8473,3654.75,85.723,40.1666,0,0,1144.49,59.2901,0,0,0,110.762,0,0,85.723,85.723,40.1666,40.1666,1230.34,1203.78,846.574,4011.95,4122.72,2187.6,2187.6,1371.24,768.175,768.175,2607.03,33.6816,1838.86
1736,2017-10-03,00:00:00.00,85.8473,3654.75,85.723,40.1666,0,0,1144.49,59.2901,0,0,0,110.762,0,0,85.723,85.723,40.1666,40.1666,1230.34,1203.78,846.574,4011.95,4122.72,2188.85,2188.85,1371.24,768.175,768.175,2607.03,33.6816,1838.86
1737,2017-10-04,00:00:00.00,85.8473,3654.75,85.723,40.1666,0,0,1144.49,59.2901,0,0,0,110.762,0,0,85.723,85.723,40.1666,40.1666,1230.34,1203.78,846.574,4011.95,4122.72,2190.06,2190.06,1371.24,768.175,768.175,2607.03,33.6816,1838.86
1738,2017-10-05,00:00:00.00,85.8473,3659.34,85.8459,40.1666,0,0,1144.49,59.2901,0,0,0,110.867,0,0,85.8459,85.8459,40.1666,40.1666,1230.34,1203.78,848.761,4014.36,4125.23,2191.24,2191.24,1373.65,768.175,768.175,2607.03,33.6816,1838.86
1739,2017-10-06,00:00:00.00,85.8473,3659.92,85.8613,40.1666,0,0,1144.49,59.2901,0,0,0,110.88,0,0,85.8613,85.8613,40.1666,40.1666,1230.34,1203.78,849.016,4014.68,4125.56,2192.55,2192.55,1373.97,768.175,768.175,2607.03,33.6816,1838.86
1740,2017-10-07,00:00:00.00,85.8473,3662.79,85.9381,40.1666,0,0,1144.49,59.2901,0,0,0,110.946,0,0,85.9381,85.9381,40.1666,40.1666,1230.34,1203.78,850.312,4016.26,4127.2,2193.83,2193.83,1375.54,768.175,768.175,2607.03,33.6816,1838.86
1741,2017-10-08,00:00:00.00,85.8473,3670.45,86.1431,40.1666,0,0,1144.49,59.2901,0,0,0,111.12,0,0,86.1431,86.1431,40.1666,40.1666,1230.34,1203.78,853.658,4020.57,4131.69,2195.17,2195.17,1379.85,768.175,768.175,2607.03,33.6816,1838.86
1742,2017-10-09,00:00:00.00,85.8473,3679.25,86.3788,40.1666,0,0,1144.49,59.2901,0,0,0,111.321,0,0,86.3788,86.3788,40.1666,40.1666,1230.34,1203.78,857.036,4026,4137.32,2196.74,2196.74,1385.28,768.175,768.175,2607.03,33.6816,1838.86
1743,2017-10-10,00:00:00.00,85.8473,3679.25,86.3788,40.1666,0,0,1144.49,59.2901,0,0,0,111.321,0,0,86.3788,86.3788,40.1666,40.1666,1230.34,1203.78,857.036,4026,4137.32,2198.64,2198.64,1385.28,768.175,768.175,2607.03,33.6816,1838.86
1744,2017-10-11,00:00:00.00,85.8473,3680.02,86.3993,40.1666,0,0,1144.49,59.2901,0,0,0,111.339,0,0,86.3993,86.3993,40.1666,40.1666,1230.34,1203.78,857.298,4026.5,4137.84,2200.46,2200.46,1385.79,768.175,768.175,2607.03,33.6816,1838.86
1745,2017-10-12,00:00:00.00,85.8473,3690.74,86.6862,40.1666,0,0,1144.49,59.2901,0,0,0,111.583,0,0,86.6862,86.6862,40.1666,40.1666,1230.34,1203.78,861.048,4033.47,4145.06,2200.46,2200.46,1392.76,768.175,768.175,2607.03,33.6816,1838.86
1746,2017-10-13,00:00:00.00,85.8473,3691.03,86.6939,40.1666,0,0,1144.49,59.2901,0,0,0,111.59,0,0,86.6939,86.6939,40.1666,40.1666,1230.34,1203.78,861.126,4033.68,4145.27,2201.18,2201.18,1392.97,768.175,768.175,2607.03,33.6816,1838.86
1747,2017-10-14,00:00:00.00,85.8473,3692.37,86.7298,40.1666,0,0,1144.49,59.2901,0,0,0,111.621,0,0,86.7298,86.7298,40.1666,40.1666,1230.34,1203.78,861.494,4034.66,4146.28,2203.37,2203.37,1393.94,768.175,768.175,2607.03,33.6816,1838.86
1748,2017-10-15,00:00:00.00,85.8473,3709.22,87.1806,40.1666,0,0,1144.49,59.2901,0,0,0,112.005,0,0,87.1806,87.1806,40.1666,40.1666,1230.34,1203.78,866.22,4046.78,4158.78,2205.26,2205.26,1402.26,768.175,768.175,2610.84,33.6816,1839.26
1749,2017-10-16,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2207.33,2207.33,1408.96,770.343,770.343,2611.27,33.6816,1839.44
1750,2017-10-17,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2207.33,2207.33,1408.96,770.343,770.343,2611.27,33.6816,1839.6
1751,2017-10-18,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2208.08,2208.08,1408.96,770.985,770.985,2611.27,33.6816,1839.67
1752,2017-10-19,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2209.85,2209.85,1408.96,771.599,771.599,2611.27,33.6816,1839.67
1753,2017-10-20,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2212.15,2212.15,1408.96,771.6,771.6,2611.27,33.6816,1839.67
1754,2017-10-21,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2214.45,2214.45,1408.96,771.6,771.6,2611.27,33.6816,1839.67
1755,2017-10-22,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2216.76,2216.76,1408.96,771.6,771.6,2611.27,33.6816,1839.67
1756,2017-10-23,00:00:00.00,85.8473,3718.22,87.4215,40.1666,0,0,1144.49,59.2901,0,0,0,112.21,0,0,87.4215,87.4215,40.1666,40.1666,1230.34,1203.78,868.077,4053.92,4166.13,2219.06,2219.06,1408.96,771.6,771.6,2611.27,33.6816,1839.67
1757,2017-10-24,00:00:00.00,85.8473,3731.24,87.7699,40.1666,0,0,1144.49,59.2901,0,0,0,112.507,0,0,87.7699,87.7699,40.1666,40.1666,1230.34,1203.78,871.208,4063.81,4176.31,2221.02,2221.02,1416.49,771.6,771.6,2613.64,33.6816,1839.93
1758,2017-10-25,00:00:00.00,85.8473,3732.96,87.816,40.1666,0,0,1144.49,59.2901,0,0,0,112.547,0,0,87.816,87.816,40.1666,40.1666,1230.34,1203.78,871.526,4065.21,4177.76,2222.74,2222.74,1417.9,773.247,773.247,2613.64,33.6816,1839.98
1759,2017-10-26,00:00:00.00,85.8473,3732.96,87.816,40.1666,0,0,1144.49,59.2901,0,0,0,112.547,0,0,87.816,87.816,40.1666,40.1666,1230.34,1203.78,871.526,4065.21,4177.76,2222.74,2222.74,1417.9,773.247,773.247,2613.64,33.6816,1840.02
1760,2017-10-27,00:00:00.00,85.8473,3732.96,87.816,40.1666,0,0,1144.49,59.2901,0,0,0,112.547,0,0,87.816,87.816,40.1666,40.1666,1230.34,1203.78,871.526,4065.21,4177.76,2222.74,2222.74,1417.9,773.247,773.247,2613.64,33.6816,1840.06
1761,2017-10-28,00:00:00.00,85.8473,3735.45,87.8826,40.1666,0,0,1144.49,59.2901,0,0,0,112.603,0,0,87.8826,87.8826,40.1666,40.1666,1230.34,1203.78,871.986,4067.24,4179.84,2222.76,2222.76,1419.92,773.278,773.278,2613.64,33.6816,1840.09
1762,2017-10-29,00:00:00.00,85.8473,3738.51,87.9646,40.1666,0,0,1144.49,59.2901,0,0,0,112.673,0,0,87.9646,87.9646,40.1666,40.1666,1230.34,1203.78,872.506,4069.78,4182.46,2222.76,2222.76,1422.47,773.278,773.278,2613.64,33.6816,1840.12
1763,2017-10-30,00:00:00.00,85.8473,3738.7,87.9697,40.1666,0,0,1144.49,59.2901,0,0,0,112.678,0,0,87.9697,87.9697,40.1666,40.1666,1230.34,1203.78,872.535,4069.95,4182.63,2222.76,2222.76,1422.63,773.278,773.278,2613.64,33.6816,1840.14
1764,2017-10-31,00:00:00.00,85.8473,3739.85,88.0004,40.1666,0,0,1144.49,59.2901,0,0,0,112.704,0,0,88.0004,88.0004,40.1666,40.1666,1230.34,1203.78,872.707,4070.92,4183.63,2222.76,2222.76,1423.61,773.278,773.278,2613.64,33.6816,1840.17
1765,2017-11-01,00:00:00.00,85.8473,3740.62,88.0209,40.1666,0,0,1144.49,59.2901,0,0,0,112.721,0,0,88.0209,88.0209,40.1666,40.1666,1230.34,1203.78,872.816,4071.58,4184.3,2222.76,2222.76,1424.26,773.278,773.278,2613.64,33.6816,1840.19
1766,2017-11-02,00:00:00.00,85.8473,3748.85,88.2412,40.1666,0,0,1144.49,59.2901,0,0,0,112.909,0,0,88.2412,88.2412,40.1666,40.1666,1230.34,1203.78,873.957,4078.67,4191.58,2223.23,2223.23,1428.85,773.448,773.448,2616.14,33.6816,1840.45
1767,2017-11-03,00:00:00.00,85.8473,3772.92,88.747,40.1666,0,0,1144.49,59.2901,0,0,0,113.455,0,0,88.747,88.747,40.1666,40.1666,1230.34,1203.78,876.56,4100.14,4213.59,2223.86,2223.86,1432.21,774.253,774.253,2634.25,33.6816,1842.54
1768,2017-11-04,00:00:00.00,85.8473,3772.92,88.747,40.1666,0,0,1144.49,59.2901,0,0,0,113.455,0,0,88.747,88.747,40.1666,40.1666,1230.34,1203.78,876.56,4100.14,4213.59,2224.66,2224.66,1432.21,775.057,775.057,2634.25,33.6816,1844.31
1769,2017-11-05,00:00:00.00,85.8473,3778.28,88.8905,40.1666,0,0,1144.49,59.2901,0,0,0,113.578,0,0,88.8905,88.8905,40.1666,40.1666,1230.34,1203.78,877.003,4105.05,4218.63,2225.19,2225.19,1435.11,775.704,775.704,2636.26,33.6816,1846.04
1770,2017-11-06,00:00:00.00,85.8473,3781.53,88.9776,40.1666,0,0,1144.49,59.2901,0,0,0,113.652,0,0,88.9776,88.9776,40.1666,40.1666,1230.34,1203.78,877.222,4108.09,4221.74,2225.91,2225.91,1437.57,776.509,776.509,2636.84,33.6816,1847.56
1771,2017-11-07,00:00:00.00,85.8473,3781.53,88.9776,40.1666,0,0,1144.49,59.2901,0,0,0,113.652,0,0,88.9776,88.9776,40.1666,40.1666,1230.34,1203.78,877.222,4108.09,4221.74,2226.71,2226.71,1437.57,777.313,777.313,2636.84,33.6816,1848.84
1772,2017-11-08,00:00:00.00,85.8473,3781.53,88.9776,40.1666,0,0,1144.49,59.2901,0,0,0,113.652,0,0,88.9776,88.9776,40.1666,40.1666,1230.34,1203.78,877.222,4108.09,4221.74,2227.46,2227.46,1437.57,778.06,778.06,2636.84,33.6816,1849.9
1773,2017-11-09,00:00:00.00,85.8473,3781.53,88.9776,40.1666,0,0,1144.49,59.2901,0,0,0,113.652,0,0,88.9776,88.9776,40.1666,40.1666,1230.34,1203.78,877.222,4108.09,4221.74,2227.65,2227.65,1437.57,778.254,778.254,2636.84,33.6816,1850.82
1774,2017-11-10,00:00:00.00,85.8473,3781.53,88.9776,40.2344,0,0,1146.39,59.2901,0,0,0,113.696,0,0,88.9776,88.9776,40.2344,40.2344,1232.24,1205.68,877.347,4109.86,4223.56,2227.89,2227.89,1439.34,778.549,778.549,2636.84,33.6816,1851.62
1775,2017-11-11,00:00:00.00,85.8473,3781.53,88.9776,40.2344,0,0,1146.39,59.2901,0,0,0,113.696,0,0,88.9776,88.9776,40.2344,40.2344,1232.24,1205.68,877.347,4109.86,4223.56,2227.89,2227.89,1439.34,778.549,778.549,2636.84,33.6816,1852.33
1776,2017-11-12,00:00:00.00,85.8473,3781.53,88.9776,40.2344,0,0,1146.39,59.2901,0,0,0,113.696,0,0,88.9776,88.9776,40.2344,40.2344,1232.24,1205.68,877.347,4109.86,4223.56,2227.89,2227.89,1439.34,778.549,778.549,2636.84,33.6816,1852.97
1777,2017-11-13,00:00:00.00,85.8473,3781.53,88.9776,40.2886,0,0,1147.91,59.2901,0,0,0,113.73,0,0,88.9776,88.9776,40.2886,40.2886,1232.24,1205.68,877.347,4109.86,4223.59,2227.89,2227.89,1439.34,778.549,778.549,2636.84,33.6816,1853.53
1778,2017-11-14,00:00:00.00,85.8473,3781.67,88.9827,40.2886,0,0,1147.91,59.3428,0,0,0,113.735,0,0,88.9827,88.9827,40.2886,40.2886,1233.75,1207.25,877.445,4111.48,4225.21,2228.18,2228.18,1440.95,778.843,778.843,2636.84,33.6816,1854.01
1779,2017-11-15,00:00:00.00,85.8473,3781.67,88.9827,40.2886,0,0,1147.91,59.3428,0,0,0,113.735,0,0,88.9827,88.9827,40.2886,40.2886,1233.75,1207.25,877.445,4111.48,4225.21,2228.83,2228.83,1440.95,779.49,779.49,2636.84,33.6816,1854.37
1780,2017-11-16,00:00:00.00,85.8473,3792.2,89.2645,40.2886,0,0,1147.91,59.3428,0,0,0,113.975,0,0,89.2645,89.2645,40.2886,40.2886,1233.75,1207.25,878.001,4121.45,4235.42,2229.34,2229.34,1442.81,780.136,780.136,2644.95,33.6816,1855.48
1781,2017-11-17,00:00:00.00,85.8473,3793.35,89.2953,40.2886,0,0,1147.91,59.3428,0,0,0,114.001,0,0,89.2953,89.2953,40.2886,40.2886,1233.75,1207.25,878.05,4122.55,4236.55,2229.96,2229.96,1443.91,780.783,780.783,2644.95,33.6816,1856.41
1782,2017-11-18,00:00:00.00,85.8473,3793.35,89.2953,40.4716,0,0,1153.03,59.3428,0,0,0,114.119,0,0,89.2953,89.2953,40.4716,40.4716,1233.75,1207.25,878.05,4122.55,4236.67,2229.96,2229.96,1443.91,780.783,780.783,2644.95,33.6816,1857.23
1783,2017-11-19,00:00:00.00,85.8473,3809.83,89.741,40.4716,0,0,1153.03,59.5208,0,0,0,114.499,0,0,89.741,89.741,40.4716,40.4716,1238.58,1212.24,878.906,4143.16,4257.66,2230.24,2230.24,1445.22,781.178,781.178,2664.26,33.6816,1859.99
1784,2017-11-20,00:00:00.00,85.8577,3810.17,89.7504,40.5879,0,0,1156.29,59.5316,0,0,0,114.582,0,0,89.7504,89.7504,40.5879,40.5879,1238.58,1212.24,878.916,4143.49,4258.08,2230.24,2230.24,1445.55,781.178,781.178,2664.26,33.6816,1862.45
