time,date,hour,precip [mm/day],02GA016 
1581,2017-05-01,00:00:00.00,11.2532,0.0580955
1582,2017-05-02,00:00:00.00,11.4541,0.122367
1583,2017-05-03,00:00:00.00,6.63134,0.192112
1584,2017-05-04,00:00:00.00,0,0.224916
1585,2017-05-05,00:00:00.00,31.3482,0.349406
1586,2017-05-06,00:00:00.00,14.6693,0.530888
1587,2017-05-07,00:00:00.00,5.62659,0.600596
1588,2017-05-08,00:00:00.00,0,0.591323
1589,2017-05-09,00:00:00.00,0,0.555263
1590,2017-05-10,00:00:00.00,0,0.518081
1591,2017-05-11,00:00:00.00,0,0.482952
1592,2017-05-12,00:00:00.00,0,0.450356
1593,2017-05-13,00:00:00.00,0,0.419924
1594,2017-05-14,00:00:00.00,0,0.384092
1595,2017-05-15,00:00:00.00,0.20095,0.35094
1596,2017-05-16,00:00:00.00,0,0.321618
1597,2017-05-17,00:00:00.00,0.401899,0.283782
1598,2017-05-18,00:00:00.00,0,0.219456
1599,2017-05-19,00:00:00.00,0.401899,0.14464
1600,2017-05-20,00:00:00.00,0,0.0978361
1601,2017-05-21,00:00:00.00,4.21994,0.0730513
1602,2017-05-22,00:00:00.00,18.0855,0.130951
1603,2017-05-23,00:00:00.00,0.20095,0.20942
1604,2017-05-24,00:00:00.00,0,0.204491
1605,2017-05-25,00:00:00.00,8.64084,0.167773
1606,2017-05-26,00:00:00.00,15.875,0.19588
1607,2017-05-27,00:00:00.00,0.803799,0.225977
1608,2017-05-28,00:00:00.00,0,0.175943
1609,2017-05-29,00:00:00.00,0.401899,0.112759
1610,2017-05-30,00:00:00.00,12.2579,0.096177
1611,2017-05-31,00:00:00.00,5.22469,0.0868911
1612,2017-06-01,00:00:00.00,0,0.0583775
1613,2017-06-02,00:00:00.00,0,0.0445733
1614,2017-06-03,00:00:00.00,0,0.0350445
1615,2017-06-04,00:00:00.00,7.43514,0.0317003
1616,2017-06-05,00:00:00.00,2.21045,0.0256686
1617,2017-06-06,00:00:00.00,0.803799,0.0204923
1618,2017-06-07,00:00:00.00,0,0.0165709
1619,2017-06-08,00:00:00.00,0,0.0135909
1620,2017-06-09,00:00:00.00,0,0.0113176
1621,2017-06-10,00:00:00.00,0,0.00655037
1622,2017-06-11,00:00:00.00,0,-0.00148366
1623,2017-06-12,00:00:00.00,0,-0.00920701
1624,2017-06-13,00:00:00.00,0,-0.0171417
1625,2017-06-14,00:00:00.00,0.803799,-0.0250765
1626,2017-06-15,00:00:00.00,0,-0.0299067
1627,2017-06-16,00:00:00.00,18.2864,-0.0203576
1628,2017-06-17,00:00:00.00,1.40665,-0.0187433
1629,2017-06-18,00:00:00.00,16.076,-0.0171279
1630,2017-06-19,00:00:00.00,7.23419,-0.0155126
1631,2017-06-20,00:00:00.00,5.02374,-0.0218306
1632,2017-06-21,00:00:00.00,15.4731,-0.00244289
1633,2017-06-22,00:00:00.00,0,0.0296898
1634,2017-06-23,00:00:00.00,80.3799,0.711085
1635,2017-06-24,00:00:00.00,1.00475,0.993141
1636,2017-06-25,00:00:00.00,0,0.547168
1637,2017-06-26,00:00:00.00,2.21045,0.465444
1638,2017-06-27,00:00:00.00,0.20095,0.425193
1639,2017-06-28,00:00:00.00,1.40665,0.394175
1640,2017-06-29,00:00:00.00,2.61235,0.36483
1641,2017-06-30,00:00:00.00,12.6598,0.329982
1642,2017-07-01,00:00:00.00,1.40665,0.264696
1643,2017-07-02,00:00:00.00,1.00475,0.181432
1644,2017-07-03,00:00:00.00,0,0.128627
1645,2017-07-04,00:00:00.00,0,0.0990709
1646,2017-07-05,00:00:00.00,0,0.0796035
1647,2017-07-06,00:00:00.00,0,0.0614712
1648,2017-07-07,00:00:00.00,0,0.0406031
1649,2017-07-08,00:00:00.00,0,0.0275566
1650,2017-07-09,00:00:00.00,0,0.0199502
1651,2017-07-10,00:00:00.00,5.22469,0.0141829
1652,2017-07-11,00:00:00.00,0,0.0102761
1653,2017-07-12,00:00:00.00,0,0.00311715
1654,2017-07-13,00:00:00.00,12.2579,-0.0013334
1655,2017-07-14,00:00:00.00,9.64558,0.00724389
1656,2017-07-15,00:00:00.00,0.401899,0.00810472
1657,2017-07-16,00:00:00.00,0,0.00284775
1658,2017-07-17,00:00:00.00,3.41614,0.0012321
1659,2017-07-18,00:00:00.00,0,-0.00422303
1660,2017-07-19,00:00:00.00,0,-0.00897034
1661,2017-07-20,00:00:00.00,0,-0.0174348
1662,2017-07-21,00:00:00.00,8.03799,-0.020058
1663,2017-07-22,00:00:00.00,0,-0.0274604
1664,2017-07-23,00:00:00.00,1.2057,-0.0311457
1665,2017-07-24,00:00:00.00,18.6883,-0.0162188
1666,2017-07-25,00:00:00.00,3.01425,0.0166352
1667,2017-07-26,00:00:00.00,0,0.0399949
1668,2017-07-27,00:00:00.00,3.01425,0.0541285
1669,2017-07-28,00:00:00.00,2.21045,0.0461774
1670,2017-07-29,00:00:00.00,0,0.0345875
1671,2017-07-30,00:00:00.00,0,0.0245412
1672,2017-07-31,00:00:00.00,0,0.0133013
1673,2017-08-01,00:00:00.00,0,0.00488257
1674,2017-08-02,00:00:00.00,0,-0.00307813
1675,2017-08-03,00:00:00.00,0,-0.0102982
1676,2017-08-04,00:00:00.00,2.61235,-0.0175183
1677,2017-08-05,00:00:00.00,1.2057,-0.0229234
1678,2017-08-06,00:00:00.00,0.401899,-0.0229234
1679,2017-08-07,00:00:00.00,2.21045,-0.0229234
1680,2017-08-08,00:00:00.00,1.00475,-0.0229234
1681,2017-08-09,00:00:00.00,0.602849,-0.0229234
1682,2017-08-10,00:00:00.00,0,-0.0269673
1683,2017-08-11,00:00:00.00,0,-0.0314649
1684,2017-08-12,00:00:00.00,3.81804,-0.0355087
1685,2017-08-13,00:00:00.00,0.20095,-0.0372838
1686,2017-08-14,00:00:00.00,0,-0.0390589
1687,2017-08-15,00:00:00.00,2.0095,-0.0417414
1688,2017-08-16,00:00:00.00,0,-0.0448778
1689,2017-08-17,00:00:00.00,0,-0.0484679
1690,2017-08-18,00:00:00.00,8.84179,-0.0502429
1691,2017-08-19,00:00:00.00,0.803799,-0.0542868
1692,2017-08-20,00:00:00.00,0.401899,-0.0542868
1693,2017-08-21,00:00:00.00,0,-0.0574231
1694,2017-08-22,00:00:00.00,0.20095,-0.063282
1695,2017-08-23,00:00:00.00,19.2912,-0.0700082
1696,2017-08-24,00:00:00.00,0,-0.0699322
1697,2017-08-25,00:00:00.00,0,-0.0698643
1698,2017-08-26,00:00:00.00,0,-0.0698036
1699,2017-08-27,00:00:00.00,0,-0.0697494
1700,2017-08-28,00:00:00.00,0,-0.069701
1701,2017-08-29,00:00:00.00,0,-0.0696577
1702,2017-08-30,00:00:00.00,0,-0.0696191
1703,2017-08-31,00:00:00.00,4.92327,-0.0695846
1704,2017-09-01,00:00:00.00,0,-0.0695537
1705,2017-09-02,00:00:00.00,0,-0.0695261
1706,2017-09-03,00:00:00.00,14.4684,-0.0619949
1707,2017-09-04,00:00:00.00,0,-0.0563234
1708,2017-09-05,00:00:00.00,8.03799,-0.0612646
1709,2017-09-06,00:00:00.00,13.2627,-0.0386038
1710,2017-09-07,00:00:00.00,0,0.00685419
1711,2017-09-08,00:00:00.00,4.62184,0.0414199
1712,2017-09-09,00:00:00.00,0,0.0621778
1713,2017-09-10,00:00:00.00,0,0.0719857
1714,2017-09-11,00:00:00.00,0,0.0749208
1715,2017-09-12,00:00:00.00,0,0.0741002
1716,2017-09-13,00:00:00.00,0,0.0603487
1717,2017-09-14,00:00:00.00,0,0.0405955
1718,2017-09-15,00:00:00.00,0,0.0260679
1719,2017-09-16,00:00:00.00,0,0.0151866
1720,2017-09-17,00:00:00.00,0,0.00703633
1721,2017-09-18,00:00:00.00,0,0.000931676
1722,2017-09-19,00:00:00.00,0.602849,-0.00416325
1723,2017-09-20,00:00:00.00,5.02374,-0.00912447
1724,2017-09-21,00:00:00.00,0,-0.0140857
1725,2017-09-22,00:00:00.00,0,-0.0190469
1726,2017-09-23,00:00:00.00,0,-0.0240081
1727,2017-09-24,00:00:00.00,0,-0.0289694
1728,2017-09-25,00:00:00.00,0,-0.0339306
1729,2017-09-26,00:00:00.00,0,-0.0388918
1730,2017-09-27,00:00:00.00,3.21519,-0.043853
1731,2017-09-28,00:00:00.00,0,-0.0488143
1732,2017-09-29,00:00:00.00,0.20095,-0.0488143
1733,2017-09-30,00:00:00.00,4.82279,-0.0488143
1734,2017-10-01,00:00:00.00,0,-0.0488143
1735,2017-10-02,00:00:00.00,0,-0.0500791
1736,2017-10-03,00:00:00.00,0,-0.0525314
1737,2017-10-04,00:00:00.00,0,-0.0549837
1738,2017-10-05,00:00:00.00,4.82279,-0.0574361
1739,2017-10-06,00:00:00.00,0.602849,-0.0598884
1740,2017-10-07,00:00:00.00,3.01425,-0.0623407
1741,2017-10-08,00:00:00.00,8.03799,-0.0647931
1742,2017-10-09,00:00:00.00,9.24369,-0.0672454
1743,2017-10-10,00:00:00.00,0,-0.0696977
1744,2017-10-11,00:00:00.00,0.803799,-0.07215
1745,2017-10-12,00:00:00.00,11.2532,-0.07215
1746,2017-10-13,00:00:00.00,0.301425,-0.072955
1747,2017-10-14,00:00:00.00,1.40665,-0.0754074
1748,2017-10-15,00:00:00.00,17.6836,-0.0501923
1749,2017-10-16,00:00:00.00,9.44464,-0.0126925
1750,2017-10-17,00:00:00.00,0,0.00924197
1751,2017-10-18,00:00:00.00,0,0.0202621
1752,2017-10-19,00:00:00.00,0,0.0179839
1753,2017-10-20,00:00:00.00,0,0.0113299
1754,2017-10-21,00:00:00.00,0,0.00634164
1755,2017-10-22,00:00:00.00,0,0.00260539
1756,2017-10-23,00:00:00.00,0,-0.000217946
1757,2017-10-24,00:00:00.00,13.6646,0.0126649
1758,2017-10-25,00:00:00.00,1.80855,0.0258255
1759,2017-10-26,00:00:00.00,0,0.024989
1760,2017-10-27,00:00:00.00,0,0.0237609
1761,2017-10-28,00:00:00.00,2.61235,0.0220716
1762,2017-10-29,00:00:00.00,3.21519,0.0201829
1763,2017-10-30,00:00:00.00,0.20095,0.0183792
1764,2017-10-31,00:00:00.00,1.2057,0.0166807
1765,2017-11-01,00:00:00.00,0.803799,0.0150979
1766,2017-11-02,00:00:00.00,8.64084,0.0278446
1767,2017-11-03,00:00:00.00,25.1187,0.145505
1768,2017-11-04,00:00:00.00,0,0.27543
1769,2017-11-05,00:00:00.00,5.62659,0.307951
1770,2017-11-06,00:00:00.00,3.41614,0.307166
1771,2017-11-07,00:00:00.00,0,0.286774
1772,2017-11-08,00:00:00.00,0,0.259597
1773,2017-11-09,00:00:00.00,0,0.234947
1774,2017-11-10,00:00:00.00,2.0095,0.213797
1775,2017-11-11,00:00:00.00,0,0.196026
1776,2017-11-12,00:00:00.00,0,0.181255
1777,2017-11-13,00:00:00.00,1.6076,0.168054
1778,2017-11-14,00:00:00.00,0.20095,0.154537
1779,2017-11-15,00:00:00.00,0,0.137826
1780,2017-11-16,00:00:00.00,11.0522,0.161302
1781,2017-11-17,00:00:00.00,1.2057,0.199187
1782,2017-11-18,00:00:00.00,5.42564,0.202012
1783,2017-11-19,00:00:00.00,17.4826,0.286274
1784,2017-11-20,00:00:00.00,3.81804,0.385587
1785,2017-11-21,00:00:00.00,0,0.389681
1786,2017-11-22,00:00:00.00,3.21519,0.389432
1787,2017-11-23,00:00:00.00,0,0.38922
1788,2017-11-24,00:00:00.00,0,0.368256
1789,2017-11-25,00:00:00.00,0.602849,0.340581
1790,2017-11-26,00:00:00.00,0,0.30939
1791,2017-11-27,00:00:00.00,0,0.282334
1792,2017-11-28,00:00:00.00,0,0.260714
1793,2017-11-29,00:00:00.00,0,0.237258
1794,2017-11-30,00:00:00.00,0,0.212944
1795,2017-12-01,00:00:00.00,3.41614,0.19412
1796,2017-12-02,00:00:00.00,0,0.18104
1797,2017-12-03,00:00:00.00,0,0.16843
1798,2017-12-04,00:00:00.00,0,0.153606
1799,2017-12-05,00:00:00.00,7.23419,0.167851
1800,2017-12-06,00:00:00.00,0,0.192292
1801,2017-12-07,00:00:00.00,1.00475,0.190998
1802,2017-12-08,00:00:00.00,0,0.181456
1803,2017-12-09,00:00:00.00,0,0.169963
1804,2017-12-10,00:00:00.00,2.0095,0.158315
1805,2017-12-11,00:00:00.00,6.63134,0.147387
1806,2017-12-12,00:00:00.00,7.03324,0.137133
1807,2017-12-13,00:00:00.00,0,0.127384
1808,2017-12-14,00:00:00.00,1.6076,0.118384
1809,2017-12-15,00:00:00.00,0.401899,0.110199
1810,2017-12-16,00:00:00.00,2.8133,0.102817
1811,2017-12-17,00:00:00.00,0.401899,0.0959526
1812,2017-12-18,00:00:00.00,1.00475,0.0892768
1813,2017-12-19,00:00:00.00,1.2057,0.0824138
1814,2017-12-20,00:00:00.00,0,0.0800195
1815,2017-12-21,00:00:00.00,1.00475,0.080462
1816,2017-12-22,00:00:00.00,7.03324,0.0778106
1817,2017-12-23,00:00:00.00,2.0095,0.0739833
1818,2017-12-24,00:00:00.00,2.0095,0.0694127
1819,2017-12-25,00:00:00.00,6.63134,0.0647299
1820,2017-12-26,00:00:00.00,1.40665,0.0604217
1821,2017-12-27,00:00:00.00,0,0.0564997
1822,2017-12-28,00:00:00.00,0,0.0529532
1823,2017-12-29,00:00:00.00,0.401899,0.0497365
1824,2017-12-30,00:00:00.00,2.61235,0.0465265
1825,2017-12-31,00:00:00.00,0.401899,0.0431341
1826,2018-01-01,00:00:00.00,0,0.0397104
1827,2018-01-02,00:00:00.00,4.42089,0.0363572
1828,2018-01-03,00:00:00.00,0,0.033141
1829,2018-01-04,00:00:00.00,0.803799,0.0301024
1830,2018-01-05,00:00:00.00,0,0.0272639
1831,2018-01-06,00:00:00.00,0,0.0246353
1832,2018-01-07,00:00:00.00,0,0.0222174
1833,2018-01-08,00:00:00.00,7.03324,0.0200051
1834,2018-01-09,00:00:00.00,2.0095,0.0170864
1835,2018-01-10,00:00:00.00,0,0.0132816
1836,2018-01-11,00:00:00.00,6.43039,0.00979441
1837,2018-01-12,00:00:00.00,20.4969,0.177865
1838,2018-01-13,00:00:00.00,6.02849,0.386607
1839,2018-01-14,00:00:00.00,0,0.42249
1840,2018-01-15,00:00:00.00,0,0.407002
1841,2018-01-16,00:00:00.00,5.02374,0.381569
1842,2018-01-17,00:00:00.00,6.43039,0.355285
1843,2018-01-18,00:00:00.00,0,0.330288
1844,2018-01-19,00:00:00.00,0,0.307065
1845,2018-01-20,00:00:00.00,0,0.284633
1846,2018-01-21,00:00:00.00,0,0.262804
1847,2018-01-22,00:00:00.00,2.4114,0.242282
1848,2018-01-23,00:00:00.00,29.7406,0.364599
1849,2018-01-24,00:00:00.00,2.61235,0.534003
1850,2018-01-25,00:00:00.00,0,0.559647
1851,2018-01-26,00:00:00.00,2.0095,0.530004
1852,2018-01-27,00:00:00.00,0,0.493406
1853,2018-01-28,00:00:00.00,0.20095,0.480017
1854,2018-01-29,00:00:00.00,0,0.471413
1855,2018-01-30,00:00:00.00,10.0475,0.441623
1856,2018-01-31,00:00:00.00,0.401899,0.410658
1857,2018-02-01,00:00:00.00,0,0.381764
1858,2018-02-02,00:00:00.00,0,0.353684
1859,2018-02-03,00:00:00.00,0,0.32753
1860,2018-02-04,00:00:00.00,7.03324,0.304033
1861,2018-02-05,00:00:00.00,3.01425,0.281076
1862,2018-02-06,00:00:00.00,0,0.259834
1863,2018-02-07,00:00:00.00,3.01425,0.24132
1864,2018-02-08,00:00:00.00,4.01899,0.224371
1865,2018-02-09,00:00:00.00,1.00475,0.208798
1866,2018-02-10,00:00:00.00,7.23419,0.19453
1867,2018-02-11,00:00:00.00,8.64084,0.180549
1868,2018-02-12,00:00:00.00,1.00475,0.166413
1869,2018-02-13,00:00:00.00,0,0.153448
1870,2018-02-14,00:00:00.00,0,0.142157
1871,2018-02-15,00:00:00.00,8.23894,0.130357
1872,2018-02-16,00:00:00.00,0.401899,0.162972
1873,2018-02-17,00:00:00.00,0,0.210676
1874,2018-02-18,00:00:00.00,0,0.217177
1875,2018-02-19,00:00:00.00,0,0.208053
1876,2018-02-20,00:00:00.00,20.4969,0.320446
1877,2018-02-21,00:00:00.00,17.4826,0.761834
1878,2018-02-22,00:00:00.00,1.80855,0.956079
1879,2018-02-23,00:00:00.00,0,0.794376
1880,2018-02-24,00:00:00.00,4.42089,0.74363
1881,2018-02-25,00:00:00.00,2.4114,0.72107
1882,2018-02-26,00:00:00.00,0,0.749905
1883,2018-02-27,00:00:00.00,0,0.782279
1884,2018-02-28,00:00:00.00,0,0.826101
1885,2018-03-01,00:00:00.00,0,0.898451
1886,2018-03-02,00:00:00.00,0,0.891663
1887,2018-03-03,00:00:00.00,0,0.825438
1888,2018-03-04,00:00:00.00,0,0.763036
1889,2018-03-05,00:00:00.00,0,0.707154
1890,2018-03-06,00:00:00.00,0,0.654968
1891,2018-03-07,00:00:00.00,0.401899,0.607809
1892,2018-03-08,00:00:00.00,1.00475,0.562875
1893,2018-03-09,00:00:00.00,0,0.521543
1894,2018-03-10,00:00:00.00,1.6076,0.483742
1895,2018-03-11,00:00:00.00,0,0.448037
1896,2018-03-12,00:00:00.00,0,0.41609
1897,2018-03-13,00:00:00.00,0.602849,0.386494
1898,2018-03-14,00:00:00.00,0.401899,0.359283
1899,2018-03-15,00:00:00.00,0,0.334627
1900,2018-03-16,00:00:00.00,0.401899,0.310951
1901,2018-03-17,00:00:00.00,0,0.288978
1902,2018-03-18,00:00:00.00,0,0.266702
1903,2018-03-19,00:00:00.00,0,0.24134
1904,2018-03-20,00:00:00.00,0,0.219043
1905,2018-03-21,00:00:00.00,0,0.200427
1906,2018-03-22,00:00:00.00,0,0.181546
1907,2018-03-23,00:00:00.00,0,0.162882
1908,2018-03-24,00:00:00.00,0,0.145767
1909,2018-03-25,00:00:00.00,0,0.131125
1910,2018-03-26,00:00:00.00,0,0.119191
1911,2018-03-27,00:00:00.00,0.602849,0.124115
1912,2018-03-28,00:00:00.00,5.62659,0.159776
1913,2018-03-29,00:00:00.00,0,0.190777
1914,2018-03-30,00:00:00.00,11.6551,0.243901
1915,2018-03-31,00:00:00.00,0,0.294839
1916,2018-04-01,00:00:00.00,13.2627,0.343139
1917,2018-04-02,00:00:00.00,0,0.388688
1918,2018-04-03,00:00:00.00,0,0.379487
1919,2018-04-04,00:00:00.00,25.1187,0.460504
1920,2018-04-05,00:00:00.00,2.0095,0.550802
1921,2018-04-06,00:00:00.00,0,0.534462
1922,2018-04-07,00:00:00.00,7.03324,0.501763
1923,2018-04-08,00:00:00.00,0.401899,0.468565
1924,2018-04-09,00:00:00.00,0.803799,0.43712
1925,2018-04-10,00:00:00.00,2.0095,0.407875
1926,2018-04-11,00:00:00.00,0,0.38057
1927,2018-04-12,00:00:00.00,2.4114,0.355179
1928,2018-04-13,00:00:00.00,1.80855,0.387924
1929,2018-04-14,00:00:00.00,9.84653,0.473423
1930,2018-04-15,00:00:00.00,8.03799,0.504475
1931,2018-04-16,00:00:00.00,30.3434,0.482012
1932,2018-04-17,00:00:00.00,0,0.451763
1933,2018-04-18,00:00:00.00,2.0095,0.421885
1934,2018-04-19,00:00:00.00,0,0.393702
1935,2018-04-20,00:00:00.00,0,0.367427
1936,2018-04-21,00:00:00.00,0,0.342939
1937,2018-04-22,00:00:00.00,0,0.422859
1938,2018-04-23,00:00:00.00,0,0.558072
1939,2018-04-24,00:00:00.00,0,0.594852
1940,2018-04-25,00:00:00.00,8.43989,0.593343
1941,2018-04-26,00:00:00.00,7.43514,0.593868
1942,2018-04-27,00:00:00.00,0,0.560873
1943,2018-04-28,00:00:00.00,1.40665,0.503136
1944,2018-04-29,00:00:00.00,0,0.456419
1945,2018-04-30,00:00:00.00,0,0.420501
1946,2018-05-01,00:00:00.00,0,0.375249
1947,2018-05-02,00:00:00.00,0,0.305863
1948,2018-05-03,00:00:00.00,5.02374,0.218736
1949,2018-05-04,00:00:00.00,12.1575,0.178093
1950,2018-05-05,00:00:00.00,0.401899,0.15391
1951,2018-05-06,00:00:00.00,2.4114,0.108296
1952,2018-05-07,00:00:00.00,2.21045,0.0790382
1953,2018-05-08,00:00:00.00,0,0.0611687
1954,2018-05-09,00:00:00.00,0,0.0492154
1955,2018-05-10,00:00:00.00,2.0095,0.038473
1956,2018-05-11,00:00:00.00,0,0.0300102
1957,2018-05-12,00:00:00.00,0,0.027592
1958,2018-05-13,00:00:00.00,0,0.0254582
1959,2018-05-14,00:00:00.00,0,0.0211161
1960,2018-05-15,00:00:00.00,10.6503,0.0148862
1961,2018-05-16,00:00:00.00,3.81804,0.00894036
1962,2018-05-17,00:00:00.00,0,0.00466405
1963,2018-05-18,00:00:00.00,0,0.000407814
1964,2018-05-19,00:00:00.00,2.0095,0.000455146
1965,2018-05-20,00:00:00.00,7.83704,-0.00194739
1966,2018-05-21,00:00:00.00,0,-0.00540125
1967,2018-05-22,00:00:00.00,5.42564,-0.00808921
1968,2018-05-23,00:00:00.00,0.401899,-0.0103058
1969,2018-05-24,00:00:00.00,0,-0.015803
1970,2018-05-25,00:00:00.00,0,-0.0216311
1971,2018-05-26,00:00:00.00,0,-0.0275721
1972,2018-05-27,00:00:00.00,0,-0.033513
1973,2018-05-28,00:00:00.00,0,-0.039454
1974,2018-05-29,00:00:00.00,0,-0.0453949
1975,2018-05-30,00:00:00.00,0,-0.0513359
1976,2018-05-31,00:00:00.00,1.40665,-0.0572768
1977,2018-06-01,00:00:00.00,3.01425,-0.0632178
1978,2018-06-02,00:00:00.00,0,-0.0711525
1979,2018-06-03,00:00:00.00,0,-0.0725113
1980,2018-06-04,00:00:00.00,16.8798,-0.074366
1981,2018-06-05,00:00:00.00,2.0095,-0.074366
1982,2018-06-06,00:00:00.00,0,-0.074366
1983,2018-06-07,00:00:00.00,0,-0.074366
1984,2018-06-08,00:00:00.00,0,-0.074733
1985,2018-06-09,00:00:00.00,0,-0.0770837
1986,2018-06-10,00:00:00.00,0,-0.0774507
1987,2018-06-11,00:00:00.00,0,-0.081785
1988,2018-06-12,00:00:00.00,0,-0.081785
1989,2018-06-13,00:00:00.00,0.602849,-0.0851275
1990,2018-06-14,00:00:00.00,2.21045,-0.0930622
1991,2018-06-15,00:00:00.00,0,-0.0954129
1992,2018-06-16,00:00:00.00,0,-0.0992513
1993,2018-06-17,00:00:00.00,0,-0.105073
1994,2018-06-18,00:00:00.00,0,-0.113008
1995,2018-06-19,00:00:00.00,1.40665,-0.120943
1996,2018-06-20,00:00:00.00,0,-0.126765
1997,2018-06-21,00:00:00.00,0,-0.133579
1998,2018-06-22,00:00:00.00,0,-0.138905
1999,2018-06-23,00:00:00.00,5.72707,-0.139272
2000,2018-06-24,00:00:00.00,2.21045,-0.139639
2001,2018-06-25,00:00:00.00,15.2722,-0.142982
2002,2018-06-26,00:00:00.00,0,-0.143349
2003,2018-06-27,00:00:00.00,4.01899,-0.144211
2004,2018-06-28,00:00:00.00,2.0095,-0.148546
2005,2018-06-29,00:00:00.00,0,-0.156481
2006,2018-06-30,00:00:00.00,0,-0.164415
2007,2018-07-01,00:00:00.00,0,-0.17235
2008,2018-07-02,00:00:00.00,0,-0.180846
2009,2018-07-03,00:00:00.00,0,-0.189343
2010,2018-07-04,00:00:00.00,0,-0.197839
2011,2018-07-05,00:00:00.00,0,-0.205241
2012,2018-07-06,00:00:00.00,18.4874,-0.213738
2013,2018-07-07,00:00:00.00,0,-0.213738
2014,2018-07-08,00:00:00.00,0,-0.213738
2015,2018-07-09,00:00:00.00,0,-0.217423
2016,2018-07-10,00:00:00.00,0,-0.224294
2017,2018-07-11,00:00:00.00,0,-0.231166
2018,2018-07-12,00:00:00.00,0,-0.233789
2019,2018-07-13,00:00:00.00,0,-0.239598
2020,2018-07-14,00:00:00.00,0,-0.247532
2021,2018-07-15,00:00:00.00,1.80855,-0.254934
2022,2018-07-16,00:00:00.00,0,-0.26343
2023,2018-07-17,00:00:00.00,20.2959,-0.271927
2024,2018-07-18,00:00:00.00,0,-0.276143
2025,2018-07-19,00:00:00.00,0,-0.276143
2026,2018-07-20,00:00:00.00,0,-0.276143
2027,2018-07-21,00:00:00.00,2.91377,-0.282483
2028,2018-07-22,00:00:00.00,3.41614,-0.288824
2029,2018-07-23,00:00:00.00,7.23419,-0.288824
2030,2018-07-24,00:00:00.00,1.40665,-0.296226
2031,2018-07-25,00:00:00.00,0.401899,-0.30469
2032,2018-07-26,00:00:00.00,0,-0.313187
2033,2018-07-27,00:00:00.00,1.2057,-0.317403
2034,2018-07-28,00:00:00.00,1.2057,-0.320557
2035,2018-07-29,00:00:00.00,0.803799,-0.320557
2036,2018-07-30,00:00:00.00,0,-0.320557
2037,2018-07-31,00:00:00.00,0,-0.324243
2038,2018-08-01,00:00:00.00,0,-0.327397
2039,2018-08-02,00:00:00.00,0,-0.334657
2040,2018-08-03,00:00:00.00,0,-0.341423
2041,2018-08-04,00:00:00.00,0,-0.348683
2042,2018-08-05,00:00:00.00,0,-0.355943
2043,2018-08-06,00:00:00.00,0,-0.363203
2044,2018-08-07,00:00:00.00,6.22944,-0.370463
2045,2018-08-08,00:00:00.00,1.00475,-0.377723
2046,2018-08-09,00:00:00.00,2.4114,-0.384983
2047,2018-08-10,00:00:00.00,8.03799,-0.391296
2048,2018-08-11,00:00:00.00,0,-0.394886
2049,2018-08-12,00:00:00.00,0,-0.399384
2050,2018-08-13,00:00:00.00,0,-0.40615
2051,2018-08-14,00:00:00.00,0,-0.41337
2052,2018-08-15,00:00:00.00,0,-0.42063
2053,2018-08-16,00:00:00.00,0,-0.42789
2054,2018-08-17,00:00:00.00,16.2769,-0.43515
2055,2018-08-18,00:00:00.00,9.04274,-0.44241
2056,2018-08-19,00:00:00.00,0,-0.447815
2057,2018-08-20,00:00:00.00,0,-0.452313
2058,2018-08-21,00:00:00.00,0,-0.456357
2059,2018-08-22,00:00:00.00,27.7311,-0.45812
2060,2018-08-23,00:00:00.00,0.20095,-0.451223
2061,2018-08-24,00:00:00.00,0,-0.449651
2062,2018-08-25,00:00:00.00,0,-0.450819
2063,2018-08-26,00:00:00.00,11.2532,-0.452972
2064,2018-08-27,00:00:00.00,0.703324,-0.460216
2065,2018-08-28,00:00:00.00,0,-0.467476
2066,2018-08-29,00:00:00.00,4.21994,-0.474736
2067,2018-08-30,00:00:00.00,0.602849,-0.481996
2068,2018-08-31,00:00:00.00,0,-0.481996
2069,2018-09-01,00:00:00.00,0,-0.481996
2070,2018-09-02,00:00:00.00,0,-0.486957
2071,2018-09-03,00:00:00.00,0.20095,-0.491919
2072,2018-09-04,00:00:00.00,0,-0.49688
2073,2018-09-05,00:00:00.00,0,-0.501841
2074,2018-09-06,00:00:00.00,1.6076,-0.506802
2075,2018-09-07,00:00:00.00,0,-0.511763
2076,2018-09-08,00:00:00.00,0,-0.515491
2077,2018-09-09,00:00:00.00,0,-0.515491
2078,2018-09-10,00:00:00.00,6.22944,-0.515491
2079,2018-09-11,00:00:00.00,5.42564,-0.515491
2080,2018-09-12,00:00:00.00,0,-0.518908
2081,2018-09-13,00:00:00.00,0,-0.522015
2082,2018-09-14,00:00:00.00,0,-0.526976
2083,2018-09-15,00:00:00.00,0,-0.531937
2084,2018-09-16,00:00:00.00,0,-0.536898
2085,2018-09-17,00:00:00.00,0,-0.541859
2086,2018-09-18,00:00:00.00,0,-0.546821
2087,2018-09-19,00:00:00.00,0,-0.551782
2088,2018-09-20,00:00:00.00,0,-0.555199
2089,2018-09-21,00:00:00.00,0,-0.557996
2090,2018-09-22,00:00:00.00,4.01899,-0.562957
2091,2018-09-23,00:00:00.00,0,-0.562957
2092,2018-09-24,00:00:00.00,0,-0.562957
2093,2018-09-25,00:00:00.00,7.83704,-0.562963
2094,2018-09-26,00:00:00.00,9.04274,-0.567311
