time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
2292,2019-04-12,00:00:00.00,1.73003,0,0,0.716056,-2.53394,3.96606,0.716056,-33333.3,-33333.3,1.21059,95.4122,0.5,0,33.634,26.23,22.0783,19.8823,-7.41046,2,0,0,1,4.84796
2293,2019-04-13,00:00:00.00,1.74724,3.01425,0,6.21606,-2.53394,14.9661,6.21606,-33333.3,-33333.3,1.18672,95.5254,0.5,0,33.8569,26.0814,21.9532,22.3874,-7.16469,2,2.16228,2.16228,1,42.3878
2294,2019-04-14,00:00:00.00,1.76446,1.2057,0,4.96606,-2.03394,11.9661,4.96606,-33333.3,-33333.3,1.19211,95.5001,0.5,0,34.0774,26.3485,22.1685,21.7972,-7.22953,2,1.31446,1.31446,1,34.1047
2295,2019-04-15,00:00:00.00,1.78167,14.9389,0.735135,0.966056,-0.0339442,1.96606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,34.2956,26.7684,22.52,19.9911,-7.40146,2,0,0,1,6.68099
2296,2019-04-16,00:00:00.00,1.79888,0,0,3.21606,-0.0339442,6.46606,3.21606,-33333.3,-33333.3,1.19969,95.4642,0.5,0,34.5114,26.8191,22.588,20.9917,-7.3113,2,0.127512,0.127512,1,22.3951
2297,2019-04-17,00:00:00.00,1.8161,2.11931,0.894933,0.466056,-3.53394,4.46606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,34.7247,27.1527,22.8668,19.774,-7.41927,2,0,0,1,3.26755
2298,2019-04-18,00:00:00.00,1.83331,0.401899,0,5.21606,-3.03394,13.4661,5.21606,-33333.3,-33333.3,1.19104,95.5051,0.5,0,34.9354,27.042,22.7892,21.9142,-7.217,2,1.48402,1.48402,1,36.8154
2299,2019-04-19,00:00:00.00,1.85053,11.2532,0,10.9661,3.46606,18.4661,10.9661,-33333.3,-33333.3,1.16637,95.6197,0.5,0,35.1436,26.761,22.5345,24.7467,-6.867,2,2.71302,2.71302,1,77.9119
2300,2019-04-20,00:00:00.00,1.86774,15.2722,0,7.96606,7.96606,7.96606,7.96606,-33333.3,-33333.3,1.17921,95.5605,0.5,0,35.3491,27.1823,22.8717,23.2349,-7.06463,2,2.71302,2.71302,1,56.9666
2301,2019-04-21,00:00:00.00,1.88496,12.4589,0,4.71606,2.46606,6.96606,4.71606,-33333.3,-33333.3,1.19319,95.495,0.5,0,35.552,27.5855,23.1992,21.6806,-7.24185,2,1.14489,1.14489,1,33.942
2302,2019-04-22,00:00:00.00,1.90217,0.20095,0,8.46606,2.96606,13.9661,8.46606,-33333.3,-33333.3,1.17706,95.5704,0.5,0,35.7521,27.4733,23.1163,23.4816,-7.03401,2,2.71302,2.71302,1,61.3165
2303,2019-04-23,00:00:00.00,1.91938,0,0,10.7161,2.96606,18.4661,10.7161,-33333.3,-33333.3,1.16744,95.6148,0.5,0,35.9495,27.4416,23.0469,24.6178,-6.88476,2,2.71302,2.71302,1,78.0957
2304,2019-04-24,00:00:00.00,1.9366,7.43514,0,9.96606,5.96606,13.9661,9.96606,-33333.3,-33333.3,1.17064,95.6001,0.5,0,36.1441,27.6675,23.1902,24.2344,-6.93662,2,2.71302,2.71302,1,73.0749
2305,2019-04-25,00:00:00.00,1.95381,0,0,6.46606,0.966056,11.9661,6.46606,-33333.3,-33333.3,1.18565,95.5304,0.5,0,36.3358,28.1084,23.5638,22.5069,-7.15106,2,2.33184,2.33184,1,47.6974
2306,2019-04-26,00:00:00.00,1.97103,20.095,0,7.21606,-1.53394,15.9661,7.21606,-33333.3,-33333.3,1.18242,95.5455,0.5,0,36.5247,28.2067,23.6054,22.8686,-7.10886,2,2.71302,2.71302,1,53.5453
2307,2019-04-27,00:00:00.00,1.98824,3.81804,0,6.46606,3.46606,9.46606,6.46606,-33333.3,-33333.3,1.18565,95.5304,0.5,0,36.7107,28.4166,23.8063,22.5069,-7.15106,2,2.33184,2.33184,1,48.2597
2308,2019-04-28,00:00:00.00,2.00546,0.602849,0,1.46606,-2.03394,4.96606,1.46606,-33333.3,-33333.3,1.20731,95.4279,0.5,0,36.8937,28.8999,24.2201,20.2101,-7.38284,2,0,0,1,11.0047
2309,2019-04-29,00:00:00.00,2.02267,0,0,3.96606,-1.53394,9.46606,3.96606,-33333.3,-33333.3,1.19644,95.4796,0.5,0,37.0737,28.8925,24.2247,21.334,-7.27753,2,0.636203,0.636203,1,29.9379
2310,2019-04-30,00:00:00.00,2.03988,5.22469,0,1.71606,-3.03394,6.46606,1.71606,-33333.3,-33333.3,1.20622,95.4331,0.5,0,37.2507,29.1807,24.4549,20.3203,-7.37324,2,0,0,1,13.0253
2311,2019-05-01,00:00:00.00,2.0571,12.057,0,4.21606,0.466056,7.96606,4.21606,-33333.3,-33333.3,1.19536,95.4848,0.5,0,37.4247,29.165,24.4843,21.449,-7.26585,2,0.805767,0.805767,1,32.1746
2312,2019-05-02,00:00:00.00,2.07431,3.91852,0,6.96606,2.96606,10.9661,6.96606,-33333.3,-33333.3,1.1835,95.5405,0.5,0,37.5956,29.1044,24.4606,22.7475,-7.12315,2,0,0,1,53.4442
2313,2019-05-03,00:00:00.00,2.09153,12.1575,0,8.71606,2.96606,14.4661,8.71606,-33333.3,-33333.3,1.17599,95.5754,0.5,0,37.7634,29.0981,24.4826,23.6058,-7.01836,2,0,0,1,67.2198
2314,2019-05-04,00:00:00.00,2.10874,12.057,0,10.4661,3.96606,16.9661,10.4661,-33333.3,-33333.3,1.16851,95.6099,0.5,0,37.928,29.0753,24.4888,24.4895,-6.90229,2,0,0,1,81.1297
2315,2019-05-05,00:00:00.00,2.12595,0,0,10.2161,6.46606,13.9661,10.2161,-33333.3,-33333.3,1.16957,95.605,0.5,0,38.0895,29.2297,24.6383,24.3617,-6.91957,2,0,0,1,79.5895
2316,2019-05-06,00:00:00.00,2.14317,0,0,11.7161,4.96606,18.4661,11.7161,-33333.3,-33333.3,1.16317,95.6343,0.5,0,38.2479,29.2133,24.6246,25.1366,-6.81228,2,0.74054,0.74054,1,91.7247
2317,2019-05-07,00:00:00.00,2.16038,0.401899,0,12.2161,3.96606,20.4661,12.2161,-33333.3,-33333.3,1.16104,95.644,0.5,0,38.403,29.2879,24.674,25.3991,-6.77458,2,1.45397,1.45397,1,96.1002
2318,2019-05-08,00:00:00.00,2.1776,0,0,10.2161,5.96606,14.4661,10.2161,-33333.3,-33333.3,1.16957,95.605,0.5,0,38.5549,29.6072,24.9237,24.3617,-6.91957,2,0,0,1,80.7461
2319,2019-05-09,00:00:00.00,2.19481,0,0,7.21606,1.96606,12.4661,7.21606,-33333.3,-33333.3,1.18242,95.5455,0.5,0,38.7036,29.9901,25.246,22.8686,-7.10886,2,0,0,1,57.298
2320,2019-05-10,00:00:00.00,2.21203,12.3584,0,11.2161,4.96606,17.4661,11.2161,-33333.3,-33333.3,1.1653,95.6246,0.5,0,38.849,29.7487,25.0429,24.8761,-6.849,2,0.0271103,0.0271103,1,89.4616
2321,2019-05-11,00:00:00.00,2.22924,0,0,9.21606,7.46606,10.9661,9.21606,-33333.3,-33333.3,1.17385,95.5853,0.5,0,38.9912,30.0527,25.3221,23.8557,-6.98636,2,0,0,1,73.8338
2322,2019-05-12,00:00:00.00,2.24645,0.803799,0,6.21606,0.466056,11.9661,6.21606,-33333.3,-33333.3,1.18672,95.5254,0.5,0,39.13,30.4174,25.6293,22.3874,-7.16469,2,0,0,1,50.0143
2323,2019-05-13,00:00:00.00,2.26367,8.54036,0,5.96606,1.96606,9.96606,5.96606,-33333.3,-33333.3,1.1878,95.5203,0.5,0,39.2655,30.5473,25.7533,22.2683,-7.17809,2,0,0,1,48.205
2324,2019-05-14,00:00:00.00,2.28088,8.03799,0,5.46606,2.96606,7.96606,5.46606,-33333.3,-33333.3,1.18996,95.5102,0.5,0,39.3977,30.6933,25.8901,22.0318,-7.20425,2,0,0,1,44.3467
2325,2019-05-15,00:00:00.00,2.2981,0.20095,0,9.21606,3.46606,14.9661,9.21606,-33333.3,-33333.3,1.17385,95.5853,0.5,0,39.5266,30.4863,25.726,23.8557,-6.98636,2,0,0,1,75.0705
2326,2019-05-16,00:00:00.00,2.31531,0,0,10.9661,3.96606,17.9661,10.9661,-33333.3,-33333.3,1.16637,95.6197,0.5,0,39.6521,30.4209,25.6746,24.7467,-6.867,2,0,0,1,89.6744
2327,2019-05-17,00:00:00.00,2.33252,2.0095,0,11.2161,3.96606,18.4661,11.2161,-33333.3,-33333.3,1.1653,95.6246,0.5,0,39.7743,30.4941,25.7364,24.8761,-6.849,2,0.0271103,0.0271103,1,92.0678
2328,2019-05-18,00:00:00.00,2.34974,0,0,11.2161,7.46606,14.9661,11.2161,-33333.3,-33333.3,1.1653,95.6246,0.5,0,39.8931,30.5895,25.8232,24.8761,-6.849,2,0.0271103,0.0271103,1,92.4089
2329,2019-05-19,00:00:00.00,2.36695,0,0,9.46606,3.46606,15.4661,9.46606,-33333.3,-33333.3,1.17278,95.5902,0.5,0,40.0084,30.8523,26.0446,23.9814,-6.97001,2,0,0,1,78.2717
2330,2019-05-20,00:00:00.00,2.38417,5.42564,0,17.7161,7.46606,27.9661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,40.1204,30.0006,25.3256,28.4331,-6.29354,2,5.70744,5.70744,1,147.001
2331,2019-05-21,00:00:00.00,2.40138,0,0,12.9661,12.4661,13.4661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,40.229,30.6731,25.8113,25.7971,-6.7162,2,2.52411,2.52411,1,107.953
2332,2019-05-22,00:00:00.00,2.4186,0,0,9.71606,2.46606,16.9661,9.71606,-33333.3,-33333.3,1.17171,95.5952,0.5,0,40.3341,31.091,26.1144,24.1076,-6.95343,2,0,0,1,81.1609
2333,2019-05-23,00:00:00.00,2.43581,0.401899,0,10.7161,5.96606,15.4661,10.7161,-33333.3,-33333.3,1.16744,95.6148,0.5,0,40.4359,31.0753,26.1011,24.6178,-6.88476,2,0,0,1,89.8003
2334,2019-05-24,00:00:00.00,2.45302,3.21519,0,14.9661,7.46606,22.4661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,40.5341,30.6829,25.7792,26.8824,-6.54955,2,5.37783,5.37783,1,125.803
2335,2019-05-25,00:00:00.00,2.47024,7.63609,0,13.7161,7.96606,19.4661,13.7161,-33333.3,-33333.3,1.15464,95.6729,0.5,0,40.629,30.9066,25.9138,26.1999,-6.6556,2,3.59426,3.59426,1,115.641
2336,2019-05-26,00:00:00.00,2.48745,13.0617,0,16.4661,8.46606,24.4661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,40.7204,30.6397,25.6793,27.7197,-6.41384,2,5.70744,5.70744,1,139.228
2337,2019-05-27,00:00:00.00,2.50467,0,0,15.4661,10.9661,19.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,40.8083,30.8374,25.8088,27.1592,-6.50535,2,5.70744,5.70744,1,131.137
2338,2019-05-28,00:00:00.00,2.52188,5.42564,0,15.9661,9.46606,22.4661,15.9661,-33333.3,-33333.3,1.14506,95.7157,0.5,0,40.8928,30.8403,25.7023,27.4384,-6.46012,2,5.70744,5.70744,1,135.74
2339,2019-05-29,00:00:00.00,2.5391,2.8133,0,9.21606,7.46606,10.9661,9.21606,-33333.3,-33333.3,1.17385,95.5853,0.5,0,40.9738,31.6519,26.3653,23.8557,-6.98636,2,0,0,1,78.5558
2340,2019-05-30,00:00:00.00,2.55631,0.602849,0,11.9661,7.46606,16.4661,11.9661,-33333.3,-33333.3,1.1621,95.6392,0.5,0,41.0513,31.4373,26.2411,25.2676,-6.79355,2,1.09725,1.09725,1,102.25
2341,2019-05-31,00:00:00.00,2.57352,0,0,14.7161,9.46606,19.9661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,41.1254,31.1804,26.0172,26.7448,-6.57127,2,5.02112,5.02112,1,126.048
2342,2019-06-01,00:00:00.00,2.59074,0,0,13.4661,5.46606,21.4661,13.4661,-33333.3,-33333.3,1.15571,95.6681,0.5,0,41.196,31.3848,26.0901,26.0651,-6.67605,2,3.23754,3.23754,1,115.604
2343,2019-06-02,00:00:00.00,2.60795,2.21045,0,16.2161,9.46606,22.9661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,41.263,31.0985,25.7898,27.5788,-6.43711,2,0.352557,0.352557,1,139.516
2344,2019-06-03,00:00:00.00,2.62517,0,0,12.9661,8.96606,16.9661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,41.3266,31.5454,26.1968,25.7971,-6.7162,2,0,0,1,111.786
2345,2019-06-04,00:00:00.00,2.64238,0,0,8.96606,3.96606,13.9661,8.96606,-33333.3,-33333.3,1.17492,95.5804,0.5,0,41.3868,32.0061,26.5793,23.7305,-7.00247,2,0,0,1,77.4533
2346,2019-06-05,00:00:00.00,2.65959,0.20095,0,12.4661,3.96606,20.9661,12.4661,-33333.3,-33333.3,1.15997,95.6488,0.5,0,41.4434,31.6939,26.3201,25.5313,-6.75537,2,0,0,1,107.89
2347,2019-06-06,00:00:00.00,2.67681,3.81804,0,13.2161,7.46606,18.9661,13.2161,-33333.3,-33333.3,1.15677,95.6633,0.5,0,41.4965,31.6512,26.2886,25.9308,-6.69625,2,0,0,1,114.584
2348,2019-06-07,00:00:00.00,2.69402,0,0,18.4661,12.9661,23.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,41.5461,31.0076,25.8271,28.8681,-6.21816,2,4.64041,4.64041,1,160.369
2349,2019-06-08,00:00:00.00,2.71124,0,0,17.4661,9.96606,24.9661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,41.5922,31.1862,25.8862,28.2893,-6.31813,2,2.7347,2.7347,1,151.923
2350,2019-06-09,00:00:00.00,2.72845,0,0,18.2161,11.9661,24.4661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,41.6348,31.1128,25.7725,28.7225,-6.24356,2,4.16398,4.16398,1,158.679
2351,2019-06-10,00:00:00.00,2.74567,0.502374,0,18.9661,11.9661,25.9661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,41.6739,31.0329,25.6263,29.1609,-6.16655,2,5.59327,5.59327,1,165.439
2352,2019-06-11,00:00:00.00,2.76288,8.64084,0,17.2161,15.4661,18.9661,17.2161,-33333.3,-33333.3,1.13973,95.7392,0.5,0,41.7095,31.3124,25.7584,28.1461,-6.34246,2,2.25827,2.25827,1,150.364
2353,2019-06-12,00:00:00.00,2.78009,0,0,13.9661,7.96606,19.9661,13.9661,-33333.3,-33333.3,1.15358,95.6777,0.5,0,41.7416,31.7566,26.2482,26.3353,-6.63489,2,0,0,1,122.121
2354,2019-06-13,00:00:00.00,2.79731,8.43989,0,14.9661,7.46606,22.4661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,41.7702,31.6566,26.1656,26.8824,-6.54955,2,0,0,1,131.004
2355,2019-06-14,00:00:00.00,2.81452,6.83229,0,14.2161,10.9661,17.4661,14.2161,-33333.3,-33333.3,1.15251,95.6825,0.5,0,41.7953,31.7688,26.3898,26.4712,-6.61394,2,0,0,1,124.559
2356,2019-06-15,00:00:00.00,2.83174,0.803799,0,13.9661,6.96606,20.9661,13.9661,-33333.3,-33333.3,1.15358,95.6777,0.5,0,41.8169,31.816,26.5277,26.3353,-6.63489,2,0,0,1,122.473
2357,2019-06-16,00:00:00.00,2.84895,0.401899,0,12.9661,8.46606,17.4661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,41.835,31.9475,26.6532,25.7971,-6.7162,2,0,0,1,113.79
2358,2019-06-17,00:00:00.00,2.86617,0,0,14.2161,8.46606,19.9661,14.2161,-33333.3,-33333.3,1.15251,95.6825,0.5,0,41.8496,31.8116,26.5478,26.4712,-6.61394,2,0,0,1,124.843
2359,2019-06-18,00:00:00.00,2.88338,0,0,16.4661,10.9661,21.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,41.8607,31.5328,26.3151,27.7197,-6.41384,2,0.828985,0.828985,1,144.682
2360,2019-06-19,00:00:00.00,2.90059,0,0,19.2161,13.9661,24.4661,19.2161,-33333.3,-33333.3,1.13119,95.7763,0.5,0,41.8683,31.1458,25.9761,29.3082,-6.14033,2,6.0697,6.0697,1,168.922
2361,2019-06-20,00:00:00.00,2.91781,0.803799,0,19.7161,13.9661,25.4661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,41.8723,31.0724,25.7981,29.6046,-6.08708,2,7.02255,7.02255,1,173.379
2362,2019-06-21,00:00:00.00,2.93502,7.23419,0,18.2161,15.4661,20.9661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,41.8729,31.298,25.8649,28.7225,-6.24356,2,4.16398,4.16398,1,160.229
2363,2019-06-22,00:00:00.00,2.95224,0,0,16.4661,11.9661,20.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,41.87,31.5405,26.1253,27.7197,-6.41384,2,0.828985,0.828985,1,144.858
2364,2019-06-23,00:00:00.00,2.96945,0,0,16.9661,10.4661,23.4661,16.9661,-33333.3,-33333.3,1.1408,95.7345,0.5,0,41.8636,31.4677,26.0488,28.0034,-6.36652,2,1.78184,1.78184,1,149.264
2365,2019-06-24,00:00:00.00,2.98666,0,0,18.4661,10.9661,25.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,41.8537,31.2471,25.8317,28.8681,-6.21816,2,4.64041,4.64041,1,162.453
2366,2019-06-25,00:00:00.00,3.00388,10.8513,0,19.7161,13.4661,25.9661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,41.8404,31.0485,25.5784,29.6046,-6.08708,2,7.02255,7.02255,1,173.423
2367,2019-06-26,00:00:00.00,3.02109,0,0,19.9661,16.4661,23.4661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,41.8235,30.9969,25.5812,29.7536,-6.06004,2,7.49898,7.49898,1,175.578
2368,2019-06-27,00:00:00.00,3.03831,0,0,20.4661,14.9661,25.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,41.8032,30.9025,25.3598,30.0535,-6.00513,2,7.62285,7.62285,1,179.911
2369,2019-06-28,00:00:00.00,3.05552,0,0,21.4661,13.9661,28.9661,21.4661,-33333.3,-33333.3,1.12156,95.8176,0.5,0,41.7793,30.7217,25.0664,30.6605,-5.89193,2,7.62285,7.62285,1,188.616
2370,2019-06-29,00:00:00.00,3.07274,10.6503,0,20.9661,14.9661,26.9661,20.9661,-33333.3,-33333.3,1.1237,95.8085,0.5,0,41.752,30.7832,24.9758,30.3558,-5.94909,2,7.62285,7.62285,1,184.12
2371,2019-06-30,00:00:00.00,3.08995,0,0,21.7161,16.4661,26.9661,21.7161,-33333.3,-33333.3,1.12049,95.8221,0.5,0,41.7213,30.6361,24.9286,30.8137,-5.86293,2,7.62285,7.62285,1,190.581
2372,2019-07-01,00:00:00.00,3.10716,0,0,18.9661,14.9661,22.9661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,41.6871,31.0457,25.1292,29.1609,-6.16655,2,5.59327,5.59327,1,166.32
2373,2019-07-02,00:00:00.00,3.12438,0,0,19.4661,11.4661,27.4661,19.4661,-33333.3,-33333.3,1.13013,95.781,0.5,0,41.6494,30.9414,24.9608,29.4561,-6.11385,2,2.00998,2.00998,1,170.558
2374,2019-07-03,00:00:00.00,3.14159,2.61235,0,19.7161,15.4661,23.9661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,41.6082,30.8716,24.8774,29.6046,-6.08708,2,2.52013,2.52013,1,172.582
2375,2019-07-04,00:00:00.00,3.15881,0,0,23.4661,17.4661,29.4661,23.4661,-33333.3,-33333.3,1.11295,95.8537,0.5,0,41.5637,30.214,24.3634,31.9032,-5.65183,2,8.16235,8.16235,1,205.189
2376,2019-07-05,00:00:00.00,3.17602,0,0,22.9661,15.9661,29.9661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,41.5156,30.2665,24.2992,31.5889,-5.71359,2,8.16235,8.16235,1,200.584
2377,2019-07-06,00:00:00.00,3.19324,0,0,25.2161,18.4661,31.9661,25.2161,-33333.3,-33333.3,1.10538,95.885,0.5,0,41.4641,29.816,23.8478,33.0228,-5.42638,2,8.16235,8.16235,1,219.957
2378,2019-07-07,00:00:00.00,3.21045,0,0,26.4661,20.9661,31.9661,26.4661,-33333.3,-33333.3,1.09995,95.9071,0.5,0,41.4092,29.5313,23.5441,33.8412,-5.25634,2,8.16235,8.16235,1,230.545
2379,2019-07-08,00:00:00.00,3.22766,0,0,20.7161,16.4661,24.9661,20.7161,-33333.3,-33333.3,1.12478,95.8039,0.5,0,41.3509,30.5182,24.2637,30.2044,-5.97725,2,4.56071,4.56071,1,180.192
2380,2019-07-09,00:00:00.00,3.24488,0,0,19.7161,12.9661,26.4661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,41.2892,30.6272,24.318,29.6046,-6.08708,2,2.52013,2.52013,1,171.225
2381,2019-07-10,00:00:00.00,3.26209,0,0,19.9661,12.9661,26.9661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,41.224,30.5388,24.2315,29.7536,-6.06004,2,3.03027,3.03027,1,173.107
2382,2019-07-11,00:00:00.00,3.27931,4.01899,0,22.4661,14.4661,30.4661,22.4661,-33333.3,-33333.3,1.11726,95.8357,0.5,0,41.1554,30.0805,23.8493,31.277,-5.77419,2,8.13174,8.13174,1,194.437
2383,2019-07-12,00:00:00.00,3.29652,0,0,22.4661,16.9661,27.9661,22.4661,-33333.3,-33333.3,1.11726,95.8357,0.5,0,41.0834,30.0259,23.8274,31.277,-5.77419,2,8.13174,8.13174,1,194.073
2384,2019-07-13,00:00:00.00,3.31373,0,0,18.4661,14.9661,21.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,41.0081,30.5962,24.2291,28.8681,-6.21816,2,0,0,1,159.204
2385,2019-07-14,00:00:00.00,3.33095,0,0,20.4661,12.9661,27.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,40.9293,30.235,23.943,30.0535,-6.00513,2,4.05057,4.05057,1,176.081
2386,2019-07-15,00:00:00.00,3.34816,0,0,19.2161,12.9661,25.4661,19.2161,-33333.3,-33333.3,1.13119,95.7763,0.5,0,40.8472,30.3622,24.0222,29.3082,-6.14033,2,1.49983,1.49983,1,164.967
2387,2019-07-16,00:00:00.00,3.36538,1.6076,0,19.4661,11.9661,26.9661,19.4661,-33333.3,-33333.3,1.13013,95.781,0.5,0,40.7617,30.259,23.9331,29.4561,-6.11385,2,2.00998,2.00998,1,166.733
2388,2019-07-17,00:00:00.00,3.38259,4.62184,0,22.2161,14.9661,29.4661,22.2161,-33333.3,-33333.3,1.11834,95.8312,0.5,0,40.6728,29.7555,23.5542,31.122,-5.80406,2,7.6216,7.6216,1,189.835
2389,2019-07-18,00:00:00.00,3.39981,2.0095,0,24.4661,20.9661,27.9661,24.4661,-33333.3,-33333.3,1.10863,95.8716,0.5,0,40.5806,29.2926,23.2267,32.5393,-5.52479,2,8.16235,8.16235,1,208.544
2390,2019-07-19,00:00:00.00,3.41702,0,0,22.9661,17.4661,28.4661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,40.4851,29.4853,23.3664,31.5889,-5.71359,2,8.16235,8.16235,1,195.253
2391,2019-07-20,00:00:00.00,3.43423,0,0,24.9661,20.4661,29.4661,24.9661,-33333.3,-33333.3,1.10647,95.8805,0.5,0,40.3862,29.0541,22.9807,32.861,-5.45948,2,8.16235,8.16235,1,211.688
2392,2019-07-21,00:00:00.00,3.45145,8.03799,0,26.9661,21.9661,31.9661,26.9661,-33333.3,-33333.3,1.09776,95.9158,0.5,0,40.284,28.5947,22.5802,34.173,-5.18619,2,8.16235,8.16235,1,228.01
2393,2019-07-22,00:00:00.00,3.46866,0,0,22.7161,18.9661,26.4661,22.7161,-33333.3,-33333.3,1.11619,95.8402,0.5,0,40.1785,29.2939,23.2317,31.4326,-5.74404,2,8.16235,8.16235,1,191.52
2394,2019-07-23,00:00:00.00,3.48588,1.2057,0,19.9661,15.9661,23.9661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,40.0697,29.6488,23.4658,29.7536,-6.06004,2,3.03027,3.03027,1,167.833
2395,2019-07-24,00:00:00.00,3.50309,0,0,18.4661,11.9661,24.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,39.9576,29.7801,23.576,28.8681,-6.21816,2,0,0,1,154.745
2396,2019-07-25,00:00:00.00,3.52031,0,0,18.9661,12.9661,24.9661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,39.8423,29.6191,23.4485,29.1609,-6.16655,2,0.989685,0.989685,1,158.429
2397,2019-07-26,00:00:00.00,3.53752,0,0,19.9661,12.4661,27.4661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,39.7236,29.3804,23.2545,29.7536,-6.06004,2,3.03027,3.03027,1,166.234
2398,2019-07-27,00:00:00.00,3.55473,0,0,21.4661,14.4661,28.4661,21.4661,-33333.3,-33333.3,1.12156,95.8176,0.5,0,39.6018,29.0552,22.9822,30.6605,-5.89193,2,6.09115,6.09115,1,178.117
2399,2019-07-28,00:00:00.00,3.57195,0,0,21.4661,14.9661,27.9661,21.4661,-33333.3,-33333.3,1.12156,95.8176,0.5,0,39.4767,28.9585,22.8776,30.6605,-5.89193,2,6.09115,6.09115,1,177.496
2400,2019-07-29,00:00:00.00,3.58916,0,0,23.9661,18.9661,28.9661,23.9661,-33333.3,-33333.3,1.1108,95.8627,0.5,0,39.3484,28.445,22.4472,32.22,-5.5889,2,8.16235,8.16235,1,197.456
2401,2019-07-30,00:00:00.00,3.60638,12.057,0,23.7161,17.9661,29.4661,23.7161,-33333.3,-33333.3,1.11188,95.8582,0.5,0,39.2168,28.3875,22.3725,32.0613,-5.62052,2,8.16235,8.16235,1,194.675
2402,2019-07-31,00:00:00.00,3.62359,0,0,23.2161,18.9661,27.4661,23.2161,-33333.3,-33333.3,1.11403,95.8492,0.5,0,39.0821,28.3691,22.5233,31.7458,-5.68286,2,8.16235,8.16235,1,189.848
2403,2019-08-01,00:00:00.00,3.6408,0,0,18.9661,12.4661,25.4661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,38.9442,28.9175,22.9086,29.1609,-6.16655,2,0.989685,0.989685,1,154.49
2404,2019-08-02,00:00:00.00,3.65802,0,0,18.7161,12.4661,24.9661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,38.8032,28.8418,22.8435,29.0142,-6.19249,2,1.70531,1.70531,1,151.845
2405,2019-08-03,00:00:00.00,3.67523,0,0,20.2161,12.9661,27.4661,20.2161,-33333.3,-33333.3,1.12692,95.7948,0.5,0,38.659,28.5142,22.5753,29.9033,-6.03272,2,4.32081,4.32081,1,163.343
2406,2019-08-04,00:00:00.00,3.69245,0,0,20.9661,13.4661,28.4661,20.9661,-33333.3,-33333.3,1.1237,95.8085,0.5,0,38.5117,28.2872,22.3745,30.3558,-5.94909,2,5.62856,5.62856,1,168.693
