time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
2407,2019-08-05,00:00:00.00,3.70966,0,0,21.2161,15.4661,26.9661,21.2161,-33333.3,-33333.3,1.12263,95.813,0.5,0,38.3614,28.132,22.2264,30.5078,-5.92065,2,6.06448,6.06448,1,169.971
2408,2019-08-06,00:00:00.00,3.72688,2.61235,0,21.2161,12.9661,29.4661,21.2161,-33333.3,-33333.3,1.12263,95.813,0.5,0,38.2079,28.0124,22.1076,30.5078,-5.92065,2,6.06448,6.06448,1,169.224
2409,2019-08-07,00:00:00.00,3.74409,6.83229,0,20.4661,15.9661,24.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,38.0514,28.0024,22.1199,30.0535,-6.00513,2,4.75673,4.75673,1,162.507
2410,2019-08-08,00:00:00.00,3.7613,0,0,21.4661,15.9661,26.9661,21.4661,-33333.3,-33333.3,1.12156,95.8176,0.5,0,37.8918,27.7279,21.9952,30.6605,-5.89193,2,6.5004,6.5004,1,169.664
2411,2019-08-09,00:00:00.00,3.77852,10.0475,0,18.9661,14.4661,23.4661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,37.7293,27.9625,22.1449,29.1609,-6.16655,2,2.14123,2.14123,1,149.201
2412,2019-08-10,00:00:00.00,3.79573,0,0,17.9661,11.9661,23.9661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,37.5637,27.9657,22.3066,28.5775,-6.26868,2,0.397557,0.397557,1,140.656
2413,2019-08-11,00:00:00.00,3.81295,0,0,16.4661,9.96606,22.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,37.3952,28.0215,22.3479,27.7197,-6.41384,2,0,0,1,128.281
2414,2019-08-12,00:00:00.00,3.83016,2.0095,0,17.9661,9.96606,25.9661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,37.2238,27.6963,22.0886,28.5775,-6.26868,2,0.397557,0.397557,1,139.267
2415,2019-08-13,00:00:00.00,3.84738,0,0,19.4661,11.9661,26.9661,19.4661,-33333.3,-33333.3,1.13013,95.781,0.5,0,37.0494,27.3576,21.8493,29.4561,-6.11385,2,3.01306,3.01306,1,150.126
2416,2019-08-14,00:00:00.00,3.86459,0,0,21.2161,14.4661,27.9661,21.2161,-33333.3,-33333.3,1.12263,95.813,0.5,0,36.8722,26.9682,21.5143,30.5078,-5.92065,2,6.06448,6.06448,1,162.771
2417,2019-08-15,00:00:00.00,3.8818,0,0,19.4661,13.9661,24.9661,19.4661,-33333.3,-33333.3,1.13013,95.781,0.5,0,36.6921,27.0755,21.5539,29.4561,-6.11385,2,3.01306,3.01306,1,148.554
2418,2019-08-16,00:00:00.00,3.89902,0,0,17.4661,12.4661,22.4661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,36.5092,27.1923,21.6263,28.2893,-6.31813,2,0,0,1,132.572
2419,2019-08-17,00:00:00.00,3.91623,20.095,0,16.7161,12.4661,20.9661,16.7161,-33333.3,-33333.3,1.14186,95.7298,0.5,0,36.3236,27.1363,21.5817,27.8613,-6.39031,2,0,0,1,126.182
2420,2019-08-18,00:00:00.00,3.93345,2.21045,0,22.9661,14.4661,31.4661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,36.1351,26.1262,21.1025,31.5889,-5.71359,2,6.97468,6.97468,1,172.39
2421,2019-08-19,00:00:00.00,3.95066,45.0127,0,22.2161,15.9661,28.4661,22.2161,-33333.3,-33333.3,1.11834,95.8312,0.5,0,35.944,26.0917,21.0258,31.122,-5.80406,2,6.97468,6.97468,1,165.81
2422,2019-08-20,00:00:00.00,3.96787,0,0,21.7161,17.9661,25.4661,21.7161,-33333.3,-33333.3,1.12049,95.8221,0.5,0,35.7502,26.0141,21.2922,30.8137,-5.86293,2,6.93632,6.93632,1,161.14
2423,2019-08-21,00:00:00.00,3.98509,2.0095,0,20.2161,12.9661,27.4661,20.2161,-33333.3,-33333.3,1.12692,95.7948,0.5,0,35.5538,26.0728,21.2281,29.9033,-6.03272,2,4.32081,4.32081,1,149.125
2424,2019-08-22,00:00:00.00,4.0023,0.803799,0,21.7161,15.9661,27.4661,21.7161,-33333.3,-33333.3,1.12049,95.8221,0.5,0,35.3547,25.7034,20.8952,30.8137,-5.86293,2,6.93632,6.93632,1,159.23
2425,2019-08-23,00:00:00.00,4.01952,0,0,17.9661,13.9661,21.9661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,35.1531,26.0488,21.0894,28.5775,-6.26868,2,0.397557,0.397557,1,130.932
2426,2019-08-24,00:00:00.00,4.03673,0,0,16.2161,11.4661,20.9661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,34.949,26.0937,21.1206,27.5788,-6.43711,2,0,0,1,117.447
2427,2019-08-25,00:00:00.00,4.05395,0,0,15.4661,8.96606,21.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,34.7424,26.0117,21.0542,27.1592,-6.50535,2,0,0,1,111.311
2428,2019-08-26,00:00:00.00,4.07116,0,0,16.9661,10.9661,22.9661,16.9661,-33333.3,-33333.3,1.1408,95.7345,0.5,0,34.5334,25.6734,20.7803,28.0034,-6.36652,2,0,0,1,121.327
2429,2019-08-27,00:00:00.00,4.08837,2.8133,0,17.9661,12.4661,23.4661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,34.322,25.3848,20.5467,28.5775,-6.26868,2,0.397557,0.397557,1,127.646
2430,2019-08-28,00:00:00.00,4.10559,32.7548,0,17.4661,13.9661,20.9661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,34.1082,25.2737,20.4958,28.2893,-6.31813,2,0,0,1,123.277
2431,2019-08-29,00:00:00.00,4.1228,0,0,18.7161,13.9661,23.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,33.8922,24.9491,20.5246,29.0142,-6.19249,2,1.70531,1.70531,1,131.218
2432,2019-08-30,00:00:00.00,4.14002,0.602849,0,17.7161,12.9661,22.4661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,33.674,24.896,20.4546,28.4331,-6.29354,2,0,0,1,123.366
2433,2019-08-31,00:00:00.00,4.15723,0,0,16.9661,11.9661,21.9661,16.9661,-33333.3,-33333.3,1.1408,95.7345,0.5,0,33.4535,24.8064,20.3901,28.0034,-6.36652,2,0,0,1,117.332
2434,2019-09-01,00:00:00.00,4.17445,0,0,15.2161,9.96606,20.4661,15.2161,-33333.3,-33333.3,1.14825,95.7015,0.5,0,33.231,24.8188,20.4002,27.0205,-6.52758,2,0,0,1,104.497
2435,2019-09-02,00:00:00.00,4.19166,2.0095,0,13.9661,10.4661,17.4661,13.9661,-33333.3,-33333.3,1.15358,95.6777,0.5,0,33.0063,24.7642,20.3553,26.3353,-6.63489,2,0,0,1,95.2357
2436,2019-09-03,00:00:00.00,4.20887,0,0,17.4661,12.9661,21.9661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,32.7797,24.2078,19.928,28.2893,-6.31813,2,3.87851,3.87851,1,118.251
2437,2019-09-04,00:00:00.00,4.22609,1.40665,0,16.4661,9.96606,22.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,32.5511,24.136,19.8108,27.7197,-6.41384,2,2.68696,2.68696,1,110.672
2438,2019-09-05,00:00:00.00,4.2433,0,0,14.9661,12.4661,17.4661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,32.3206,24.1079,19.7686,26.8824,-6.54955,2,0.899625,0.899625,1,99.8522
2439,2019-09-06,00:00:00.00,4.26052,0,0,14.7161,7.46606,21.9661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,32.0883,23.9449,19.6215,26.7448,-6.57127,2,0.601736,0.601736,1,97.4544
2440,2019-09-07,00:00:00.00,4.27773,1.50712,0,13.9661,8.96606,18.9661,13.9661,-33333.3,-33333.3,1.15358,95.6777,0.5,0,31.8542,23.8284,19.5171,26.3353,-6.63489,2,0,0,1,91.7916
2441,2019-09-08,00:00:00.00,4.29494,2.0095,0,16.2161,10.9661,21.4661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,31.6185,23.4104,19.1966,27.5788,-6.43711,2,2.38907,2.38907,1,105.768
2442,2019-09-09,00:00:00.00,4.31216,0,0,13.2161,9.96606,16.4661,13.2161,-33333.3,-33333.3,1.15677,95.6633,0.5,0,31.381,23.5137,19.2757,25.9308,-6.69625,2,0,0,1,85.5358
2443,2019-09-10,00:00:00.00,4.32937,0,0,12.4661,6.46606,18.4661,12.4661,-33333.3,-33333.3,1.15997,95.6488,0.5,0,31.1421,23.3863,19.1712,25.5313,-6.75537,2,0,0,1,80.0523
2444,2019-09-11,00:00:00.00,4.34659,26.1235,0,15.7161,6.96606,24.4661,15.7161,-33333.3,-33333.3,1.14612,95.711,0.5,0,30.9016,22.8827,18.7584,27.2985,-6.48287,2,1.79329,1.79329,1,100.126
2445,2019-09-12,00:00:00.00,4.3638,5.02374,0,18.4661,10.4661,26.4661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,30.6597,22.3917,18.509,28.8681,-6.21816,2,4.76622,4.76622,1,116.707
2446,2019-09-13,00:00:00.00,4.38102,0.20095,0,15.4661,11.9661,18.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,30.4165,22.515,18.6145,27.1592,-6.50535,2,1.4954,1.4954,1,96.9581
2447,2019-09-14,00:00:00.00,4.39823,10.8513,0,14.4661,9.46606,19.4661,14.4661,-33333.3,-33333.3,1.15145,95.6872,0.5,0,30.172,22.4134,18.5125,26.6077,-6.59273,2,0.303847,0.303847,1,89.9491
2448,2019-09-15,00:00:00.00,4.41544,0,0,15.9661,11.9661,19.9661,15.9661,-33333.3,-33333.3,1.14506,95.7157,0.5,0,29.9263,22.0682,18.3229,27.4384,-6.46012,2,2.09118,2.09118,1,98.4574
2449,2019-09-16,00:00:00.00,4.43266,9.44464,0,13.4661,9.96606,16.9661,13.4661,-33333.3,-33333.3,1.15571,95.6681,0.5,0,29.6794,22.1043,18.3241,26.0651,-6.67605,2,0,0,1,82.3488
2450,2019-09-17,00:00:00.00,4.44987,3.61709,0,14.2161,10.9661,17.4661,14.2161,-33333.3,-33333.3,1.15251,95.6825,0.5,0,29.4315,21.8347,18.1802,26.4712,-6.61394,2,0.00595778,0.00595778,1,86.2034
2451,2019-09-18,00:00:00.00,4.46709,0,0,16.4661,9.96606,22.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,29.1827,21.4168,17.8802,27.7197,-6.41384,2,2.68696,2.68696,1,98.998
2452,2019-09-19,00:00:00.00,4.4843,0,0,16.4661,9.96606,22.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,28.9329,21.215,17.6763,27.7197,-6.41384,2,2.68696,2.68696,1,98.148
2453,2019-09-20,00:00:00.00,4.50151,0,0,16.9661,10.9661,22.9661,16.9661,-33333.3,-33333.3,1.1408,95.7345,0.5,0,28.6824,20.9624,17.4308,28.0034,-6.36652,2,3.28274,3.28274,1,100.252
2454,2019-09-21,00:00:00.00,4.51873,0,0,18.2161,10.4661,25.9661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,28.4311,20.6302,17.1126,28.7225,-6.24356,2,4.76622,4.76622,1,106.696
2455,2019-09-22,00:00:00.00,4.53594,2.21045,0,20.7161,13.9661,27.4661,20.7161,-33333.3,-33333.3,1.12478,95.8039,0.5,0,28.1792,20.1497,16.6545,30.2044,-5.97725,2,4.76622,4.76622,1,120.267
2456,2019-09-23,00:00:00.00,4.55316,1.6076,0,21.7161,15.9661,27.4661,21.7161,-33333.3,-33333.3,1.12049,95.8221,0.5,0,27.9268,19.8303,16.359,30.8137,-5.86293,2,4.76622,4.76622,1,124.949
2457,2019-09-24,00:00:00.00,4.57037,1.6076,0,19.7161,17.9661,21.4661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,27.6738,19.8608,16.3451,29.6046,-6.08708,2,4.76622,4.76622,1,112.422
2458,2019-09-25,00:00:00.00,4.58759,0,0,14.9661,9.96606,19.9661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,27.4205,20.1324,16.5291,26.8824,-6.54955,2,0.899625,0.899625,1,84.5638
2459,2019-09-26,00:00:00.00,4.6048,1.6076,0,16.4661,8.96606,23.9661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,27.1669,19.7881,16.2354,27.7197,-6.41384,2,2.68696,2.68696,1,92.1888
2460,2019-09-27,00:00:00.00,4.62201,0,0,15.4661,11.9661,18.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,26.9131,19.6757,16.13,27.1592,-6.50535,2,1.4954,1.4954,1,85.7921
2461,2019-09-28,00:00:00.00,4.63923,3.81804,0,13.2161,5.46606,20.9661,13.2161,-33333.3,-33333.3,1.15677,95.6633,0.5,0,26.6592,19.6626,16.1009,25.9308,-6.69625,2,0,0,1,72.6302
2462,2019-09-29,00:00:00.00,4.65644,3.01425,0,12.7161,7.96606,17.4661,12.7161,-33333.3,-33333.3,1.15891,95.6537,0.5,0,26.4052,19.4954,16.01,25.6639,-6.73591,2,0,0,1,69.2284
2463,2019-09-30,00:00:00.00,4.67366,0.20095,0,9.46606,6.46606,12.4661,9.46606,-33333.3,-33333.3,1.17278,95.5902,0.5,0,26.1514,19.5246,16.0703,23.9814,-6.97001,2,0,0,1,51.049
2464,2019-10-01,00:00:00.00,4.69087,0,0,13.4661,6.96606,19.9661,13.4661,-33333.3,-33333.3,1.15571,95.6681,0.5,0,25.8976,19.0216,15.6586,26.0651,-6.67605,2,0,0,1,71.9307
2465,2019-10-02,00:00:00.00,4.70809,13.5641,0,18.7161,9.96606,27.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,25.6441,18.3429,15.1,29.0142,-6.19249,2,2.35594,2.35594,1,99.0183
2466,2019-10-03,00:00:00.00,4.7253,2.4114,0,14.7161,14.4661,14.9661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,25.391,18.5068,15.3129,26.7448,-6.57127,2,2.35594,2.35594,1,77.1066
2467,2019-10-04,00:00:00.00,4.74251,2.4114,0,7.46606,4.96606,9.96606,7.46606,-33333.3,-33333.3,1.18135,95.5505,0.5,0,25.1383,18.8159,15.5692,22.9902,-7.09434,2,0.0371061,0.0371061,1,38.7403
2468,2019-10-05,00:00:00.00,4.75973,0,0,7.46606,4.96606,9.96606,7.46606,-33333.3,-33333.3,1.18135,95.5505,0.5,0,24.8861,18.6076,15.4242,22.9902,-7.09434,2,0.0371061,0.0371061,1,38.3626
2469,2019-10-06,00:00:00.00,4.77694,1.2057,0,6.96606,0.966056,12.9661,6.96606,-33333.3,-33333.3,1.1835,95.5405,0.5,0,24.6345,18.4287,15.2755,22.7475,-7.12315,2,0,0,1,35.4425
2470,2019-10-07,00:00:00.00,4.79416,0,0,11.2161,3.96606,18.4661,11.2161,-33333.3,-33333.3,1.1653,95.6246,0.5,0,24.3836,17.9536,14.895,24.8761,-6.849,2,2.2458,2.2458,1,56.5031
2471,2019-10-08,00:00:00.00,4.81137,0,0,12.2161,7.46606,16.9661,12.2161,-33333.3,-33333.3,1.16104,95.644,0.5,0,24.1335,17.6783,14.6419,25.3991,-6.77458,2,2.35594,2.35594,1,60.9305
2472,2019-10-09,00:00:00.00,4.82858,0,0,10.7161,3.96606,17.4661,10.7161,-33333.3,-33333.3,1.16744,95.6148,0.5,0,23.8843,17.5788,14.5338,24.6178,-6.88476,2,1.95131,1.95131,1,52.9161
2473,2019-10-10,00:00:00.00,4.8458,0,0,10.9661,3.96606,17.9661,10.9661,-33333.3,-33333.3,1.16637,95.6197,0.5,0,23.6361,17.3588,14.3308,24.7467,-6.867,2,2.09856,2.09856,1,53.6081
2474,2019-10-11,00:00:00.00,4.86301,0,0,10.9661,4.46606,17.4661,10.9661,-33333.3,-33333.3,1.16637,95.6197,0.5,0,23.389,17.1565,14.1415,24.7467,-6.867,2,2.09856,2.09856,1,53.0686
2475,2019-10-12,00:00:00.00,4.88023,5.62659,0,12.9661,5.96606,19.9661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,23.1431,16.8166,13.8394,25.7971,-6.7162,2,2.35594,2.35594,1,62.113
2476,2019-10-13,00:00:00.00,4.89744,0,0,8.46606,7.46606,9.46606,8.46606,-33333.3,-33333.3,1.17706,95.5704,0.5,0,22.8984,16.9101,13.9506,23.4816,-7.03401,2,0.626092,0.626092,1,40.1444
2477,2019-10-14,00:00:00.00,4.91466,0,0,7.71606,-0.0339442,15.4661,7.71606,-33333.3,-33333.3,1.18028,95.5555,0.5,0,22.655,16.7526,13.8141,23.1123,-7.0796,2,0.184353,0.184353,1,36.2153
2478,2019-10-15,00:00:00.00,4.93187,0,0,6.21606,2.46606,9.96606,6.21606,-33333.3,-33333.3,1.18672,95.5254,0.5,0,22.4131,16.6337,13.7141,22.3874,-7.16469,2,0,0,1,28.8768
2479,2019-10-16,00:00:00.00,4.94908,8.23894,0,8.21606,1.96606,14.4661,8.21606,-33333.3,-33333.3,1.17813,95.5655,0.5,0,22.1728,16.3276,13.4617,23.358,-7.04943,2,0.478845,0.478845,1,37.7764
2480,2019-10-17,00:00:00.00,4.9663,9.04274,0,6.21606,1.96606,10.4661,6.21606,-33333.3,-33333.3,1.18672,95.5254,0.5,0,21.934,16.238,13.4584,22.3874,-7.16469,2,0,0,1,28.2867
2481,2019-10-18,00:00:00.00,4.98351,0.401899,0,5.21606,3.96606,6.46606,5.21606,-33333.3,-33333.3,1.19104,95.5051,0.5,0,21.697,16.0916,13.3957,21.9142,-7.217,2,0,0,1,23.4914
2482,2019-10-19,00:00:00.00,5.00073,0,0,5.96606,1.46606,10.4661,5.96606,-33333.3,-33333.3,1.1878,95.5203,0.5,0,21.4618,15.8607,13.2074,22.2683,-7.17809,2,0,0,1,26.5915
2483,2019-10-20,00:00:00.00,5.01794,0,0,6.46606,-1.03394,13.9661,6.46606,-33333.3,-33333.3,1.18565,95.5304,0.5,0,21.2284,15.6433,13.0263,22.5069,-7.15106,2,0,0,1,28.5216
2484,2019-10-21,00:00:00.00,5.03516,0,0,9.21606,-0.0339442,18.4661,9.21606,-33333.3,-33333.3,1.17385,95.5853,0.5,0,20.9971,15.3058,12.7453,23.8557,-6.98636,2,1.06783,1.06783,1,40.2303
2485,2019-10-22,00:00:00.00,5.05237,9.84653,0,10.2161,4.96606,15.4661,10.2161,-33333.3,-33333.3,1.16957,95.605,0.5,0,20.7678,15.0602,12.5308,24.3617,-6.91957,2,1.65682,1.65682,1,44.1327
2486,2019-10-23,00:00:00.00,5.06958,1.00475,0,10.4661,5.46606,15.4661,10.4661,-33333.3,-33333.3,1.16851,95.6099,0.5,0,20.5406,14.8599,12.3959,24.4895,-6.90229,2,1.80406,1.80406,1,44.743
2487,2019-10-24,00:00:00.00,5.0868,0.803799,0,7.71606,3.96606,11.4661,7.71606,-33333.3,-33333.3,1.18028,95.5555,0.5,0,20.3157,14.8285,12.3622,23.1123,-7.0796,2,0.184353,0.184353,1,32.6438
2488,2019-10-25,00:00:00.00,5.10401,0,0,7.96606,3.96606,11.9661,7.96606,-33333.3,-33333.3,1.17921,95.5605,0.5,0,20.0931,14.6328,12.2047,23.2349,-7.06463,2,0.331599,0.331599,1,33.3512
2489,2019-10-26,00:00:00.00,5.12123,0,0,5.71606,1.46606,9.96606,5.71606,-33333.3,-33333.3,1.18888,95.5153,0.5,0,19.8728,14.5622,12.1428,22.1498,-7.19128,2,0,0,1,23.6827
2490,2019-10-27,00:00:00.00,5.13844,31.1472,0,4.96606,-1.53394,11.4661,4.96606,-33333.3,-33333.3,1.19211,95.5001,0.5,0,19.6551,14.4167,12.0215,21.7972,-7.22953,2,0,0,1,20.3618
2491,2019-10-28,00:00:00.00,5.15565,4.42089,0,5.46606,-1.53394,12.4661,5.46606,-33333.3,-33333.3,1.18996,95.5102,0.5,0,19.4399,14.217,11.9053,22.0318,-7.20425,2,0,0,1,22.1796
2492,2019-10-29,00:00:00.00,5.17287,0,0,8.71606,1.46606,15.9661,8.71606,-33333.3,-33333.3,1.17599,95.5754,0.5,0,19.2273,13.8847,11.6486,23.6058,-7.01836,2,0.773338,0.773338,1,35.0011
2493,2019-10-30,00:00:00.00,5.19008,0.401899,0,7.71606,1.46606,13.9661,7.71606,-33333.3,-33333.3,1.18028,95.5555,0.5,0,19.0174,13.7637,11.5405,23.1123,-7.0796,2,0.184353,0.184353,1,30.6655
2494,2019-10-31,00:00:00.00,5.2073,22.5064,0,4.96606,3.96606,5.96606,4.96606,-33333.3,-33333.3,1.19211,95.5001,0.5,0,18.8103,13.7206,11.5062,21.7972,-7.22953,2,0,0,1,19.5332
2495,2019-11-01,00:00:00.00,5.22451,22.1045,1.00475,5.96606,3.96606,7.96606,5.96606,-33333.3,-33333.3,1.1878,95.5203,0.5,0,18.6061,13.5087,11.3526,22.2683,-7.17809,2,0,0,1,23.2257
2496,2019-11-02,00:00:00.00,5.24173,0,0,0.466056,-0.533944,1.46606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,18.4047,13.5577,11.4113,19.774,-7.41927,2,0.0954487,0.0954487,1,1.79581
2497,2019-11-03,00:00:00.00,5.25894,0.803799,2.0095,1.71606,-1.53394,4.96606,1.71606,-33333.3,-33333.3,1.20622,95.4331,0.5,0,18.2064,13.3499,11.2356,20.3203,-7.37324,2,0.352584,0.352584,1,6.54494
2498,2019-11-04,00:00:00.00,5.27615,3.21519,0,1.46606,-0.533944,3.46606,1.46606,-33333.3,-33333.3,1.20731,95.4279,0.5,0,18.0111,13.1972,11.1137,20.2101,-7.38284,2,0.301157,0.301157,1,5.53481
2499,2019-11-05,00:00:00.00,5.29337,1.40665,0,3.71606,-2.03394,9.46606,3.71606,-33333.3,-33333.3,1.19752,95.4745,0.5,0,17.819,12.9553,10.9155,21.2194,-7.28899,2,0.764001,0.764001,1,13.8878
2500,2019-11-06,00:00:00.00,5.31058,0,0,4.46606,1.96606,6.96606,4.46606,-33333.3,-33333.3,1.19428,95.4899,0.5,0,17.6301,12.7702,10.7606,21.5646,-7.25396,2,0.822833,0.822833,1,16.5236
2501,2019-11-07,00:00:00.00,5.3278,8.88178e-16,5.22469,-1.03394,-4.03394,1.96606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,17.4444,12.8094,10.787,19.1139,-7.48792,2,0,0,1,-3.78731
2502,2019-11-08,00:00:00.00,5.34501,0,0,-1.03394,-3.53394,1.46606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,17.262,12.6582,4.28048,19.1139,-7.48792,2,0,0,1,-3.74989
2503,2019-11-09,00:00:00.00,5.36223,0,0,-4.53394,-9.03394,-0.0339442,-4.53394,-33333.3,-33333.3,1.2339,95.3,0.5,0,17.083,12.6055,4.26216,17.6243,-7.6351,2,0,0,1,-16.2826
2504,2019-11-10,00:00:00.00,5.37944,0,0,-3.28394,-8.03394,1.46606,-3.28394,-33333.3,-33333.3,1.2283,95.3271,0.5,0,16.9075,12.4274,4.20171,18.1449,-7.58798,2,0,0,1,-11.6789
2505,2019-11-11,00:00:00.00,5.39665,0.0313878,0.772411,-0.783944,-4.03394,2.46606,-0.783944,-33333.3,-33333.3,1.21719,95.3806,0.5,0,16.7355,12.2145,4.12959,19.2242,-7.47556,2,0,0,1,-2.76114
2506,2019-11-12,00:00:00.00,5.41387,0,14.0665,-4.78394,-5.03394,-4.53394,-4.78394,-33333.3,-33333.3,1.23502,95.2945,0.5,0,16.567,12.1822,4.11815,17.5217,-7.64382,2,0,0,1,-16.6892
2507,2019-11-13,00:00:00.00,5.43108,0,2.0095,-8.53394,-11.5339,-5.53394,-8.53394,-33333.3,-33333.3,1.25199,95.2116,0.5,0,16.4021,12.1268,4.09892,16.0408,-7.74745,2,0,0,1,-29.4909
2508,2019-11-14,00:00:00.00,5.4483,0,2.0095,-9.28394,-14.0339,-4.53394,-9.28394,-33333.3,-33333.3,1.25542,95.1947,0.5,0,16.2408,12.0066,4.05799,15.7574,-7.76229,2,0,0,1,-31.7839
2509,2019-11-15,00:00:00.00,5.46551,0,0,-5.03394,-10.0339,-0.0339442,-5.03394,-33333.3,-33333.3,1.23614,95.2891,0.5,0,16.0833,11.786,3.98339,17.4196,-7.6523,2,0,0,1,-17.0754
2510,2019-11-16,00:00:00.00,5.48272,0,0,-2.03394,-4.03394,-0.0339442,-2.03394,-33333.3,-33333.3,1.22274,95.354,0.5,0,15.9296,11.583,3.91468,18.6781,-7.53485,2,0,0,1,-6.83667
2511,2019-11-17,00:00:00.00,5.49994,0,0,-9.03394,-13.0339,-5.03394,-9.03394,-33333.3,-33333.3,1.25428,95.2003,0.5,0,15.7796,11.617,3.92552,15.8514,-7.75756,2,0,0,1,-30.0943
2512,2019-11-18,00:00:00.00,5.51715,0,1.00475,-5.53394,-13.0339,1.96606,-5.53394,-33333.3,-33333.3,1.23839,95.2781,0.5,0,15.6335,11.4237,3.86014,17.2168,-7.66859,2,0,0,1,-18.2727
2513,2019-11-19,00:00:00.00,5.53437,-8.88178e-16,7.83704,-3.78394,-9.53394,1.96606,-3.78394,-33333.3,-33333.3,1.23054,95.3163,0.5,0,15.4913,11.265,3.80635,17.9352,-7.60754,2,0,0,1,-12.3862
2514,2019-11-20,00:00:00.00,5.55158,0,0,0.716056,-0.533944,1.96606,0.716056,-33333.3,-33333.3,1.21059,95.4122,0.5,0,15.353,11.0283,3.72647,19.8823,-7.41046,2,0.146876,0.146876,1,2.324
2515,2019-11-21,00:00:00.00,5.5688,0,0,2.71606,-0.0339442,5.46606,2.71606,-33333.3,-33333.3,1.20186,95.4539,0.5,0,15.2187,10.8545,3.66767,20.766,-7.33277,2,0.558292,0.558292,1,8.7415
2516,2019-11-22,00:00:00.00,5.58601,8.64084,0,2.96606,-3.03394,8.96606,2.96606,-33333.3,-33333.3,1.20078,95.4591,0.5,0,15.0884,10.7394,3.62859,20.8786,-7.32214,2,0.60972,0.60972,1,9.46806
2517,2019-11-23,00:00:00.00,5.60322,0.348506,0.254343,0.216056,-0.533944,0.966056,0.216056,-33333.3,-33333.3,1.21278,95.4017,0.5,0,14.9621,10.7216,3.62214,19.6661,-7.42788,2,0.0440216,0.0440216,1,0.68418
2518,2019-11-24,00:00:00.00,5.62044,0,0,-0.783944,-5.03394,3.46606,-0.783944,-33333.3,-33333.3,1.21719,95.3806,0.5,0,14.84,10.6493,3.59743,19.2242,-7.47556,2,0,0,1,-2.46299
2519,2019-11-25,00:00:00.00,5.63765,0,0,-0.283944,-5.03394,4.46606,-0.283944,-33333.3,-33333.3,1.21498,95.3912,0.5,0,14.7219,10.5382,3.55976,19.4462,-7.45008,2,0,0,1,-0.885273
2520,2019-11-26,00:00:00.00,5.65487,0.20095,0,2.46606,-1.53394,6.46606,2.46606,-33333.3,-33333.3,1.20295,95.4487,0.5,0,14.608,10.3624,3.50041,20.6539,-7.34319,2,0.506865,0.506865,1,7.63161
2521,2019-11-27,00:00:00.00,5.67208,3.51662,0,5.21606,0.966056,9.46606,5.21606,-33333.3,-33333.3,1.19104,95.5051,0.5,0,14.4983,10.1793,3.43862,21.9142,-7.217,2,0.822833,0.822833,1,16.0251
