time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
844,2015-04-25,00:00:00.00,0,0,3.64187e-15,111.705,1.11089,0,1408.42,0,88.4324,54.9694,10.5951,0,0,0,0,1675.23,2528.65,962.044,-0.479019
845,2015-04-26,00:00:00.00,0,0,3.62785e-15,111.525,1.04358,0,1408.42,0,88.4324,54.9694,9.46617,0,0,0,0,1673.85,2528.65,963.42,-0.479019
846,2015-04-27,00:00:00.00,0,0,3.84734e-15,111.279,0.914958,0,1410.99,0,87.147,54.9694,7.30913,0,0,0,0,1672.61,2528.65,964.667,-0.479019
847,2015-04-28,00:00:00.00,0,0,3.86148e-15,110.951,0.77354,0,1414.55,0,85.3642,54.9694,4.9375,0,0,0,0,1671.55,2528.65,965.725,-0.479019
848,2015-04-29,00:00:00.00,0,0,3.91774e-15,110.533,0.600833,0,1419.86,0,82.7112,54.9694,2.04111,0,0,0,0,1670.71,2528.65,966.559,-0.479019
849,2015-04-30,00:00:00.00,0,0,3.89831e-15,110.095,0.504044,0,1424.09,0,80.0583,54.9694,0.417919,0,0,0,0,1670.13,2528.65,967.143,-0.479019
850,2015-05-01,00:00:00.00,0,0,3.90093e-15,109.735,0.481191,0,1427.12,0,77.4053,54.9694,0.0346677,0,0,0,0,1669.74,2528.65,967.53,-0.479019
851,2015-05-02,00:00:00.00,0,0,3.88485e-15,109.495,0.479124,0,1428.57,0,75.9835,54.9694,0,0,0,0,0,1669.5,2528.65,967.773,-0.479019
852,2015-05-03,00:00:00.00,0,0,3.88485e-15,109.287,0.479124,0,1431.39,0,73.1664,54.9694,0,0,0,0,0,1669.29,2528.65,967.981,-0.479019
853,2015-05-04,00:00:00.00,0,0,3.88485e-15,109.059,0.479124,0,1436.97,0,67.5853,54.9694,0,0,0,0,0,1669.06,2528.65,968.209,-0.479019
854,2015-05-05,00:00:00.00,0.602849,0,3.88485e-15,108.857,0.479124,0,1442.55,0,62.594,54.9825,0,0,0,0,0,1669.47,2529.25,968.411,-0.479019
855,2015-05-06,00:00:00.00,0,0,3.88485e-15,108.786,0.479124,0,1442.93,0,62.2186,54.9825,0,0,0,0,0,1669.4,2529.25,968.481,-0.479019
856,2015-05-07,00:00:00.00,0,0,3.88485e-15,108.647,0.479124,0,1446.79,0,58.3551,54.9825,0,0,0,0,0,1669.26,2529.25,968.621,-0.479019
857,2015-05-08,00:00:00.00,0,0,3.88485e-15,108.482,0.479124,0,1452.37,0,52.7742,54.9825,0,0,0,0,0,1669.09,2529.25,968.786,-0.479019
858,2015-05-09,00:00:00.00,0,0,3.88485e-15,108.33,0.479124,0,1457.69,0,47.4558,54.9825,0,0,0,0,0,1668.94,2529.25,968.937,-0.479019
859,2015-05-10,00:00:00.00,0,0,3.88485e-15,108.19,0.479124,0,1462.48,0,42.6656,54.9825,0,0,0,0,0,1668.8,2529.25,969.077,-0.479019
860,2015-05-11,00:00:00.00,2.61235,0,3.88485e-15,108.06,0.479124,0,1466.89,0,40.8148,55.0393,0,0,0,0,0,1671.28,2531.87,969.208,-0.479019
861,2015-05-12,00:00:00.00,0,0,3.88485e-15,107.933,0.479124,0,1471.01,0,36.6951,55.0393,0,0,0,0,0,1671.15,2531.87,969.335,-0.479019
862,2015-05-13,00:00:00.00,1.00475,0,3.88485e-15,107.933,0.479124,0,1471.05,0,37.6396,55.0611,0,0,0,0,0,1672.16,2532.87,969.335,-0.479019
863,2015-05-14,00:00:00.00,0,0,3.88485e-15,107.933,0.479124,0,1471.05,0,37.6396,55.0611,0,0,0,0,0,1672.16,2532.87,969.335,-0.479019
864,2015-05-15,00:00:00.00,0,0,3.88485e-15,107.932,0.479124,0,1471.05,0,37.6396,55.0611,0,0,0,0,0,1672.16,2532.87,969.336,-0.479019
865,2015-05-16,00:00:00.00,0.20095,0,3.88485e-15,107.891,0.479124,0,1472.26,0,36.627,55.0655,0,0,0,0,0,1672.32,2533.07,969.376,-0.479012
866,2015-05-17,00:00:00.00,0,0,3.88485e-15,107.765,0.479124,0,1475.95,0,32.93,55.0655,0,0,0,0,0,1672.19,2533.07,969.503,-0.479012
867,2015-05-18,00:00:00.00,0,0,3.88485e-15,107.639,0.479124,0,1479.28,0,29.6061,55.0655,0,0,0,0,0,1672.07,2533.07,969.629,-0.479012
868,2015-05-19,00:00:00.00,3.01425,0,3.88485e-15,107.512,0.479124,0,1482.43,0,29.401,55.131,0,0,0,0,0,1674.95,2536.09,969.755,-0.479011
869,2015-05-20,00:00:00.00,0,0,3.88485e-15,107.512,0.479124,0,1482.43,0,29.401,55.131,0,0,0,0,0,1674.95,2536.09,969.755,-0.479011
870,2015-05-21,00:00:00.00,0,0,3.88485e-15,107.512,0.479124,0,1482.43,0,29.401,55.131,0,0,0,0,0,1674.95,2536.09,969.755,-0.479011
871,2015-05-22,00:00:00.00,0,0,3.88485e-15,107.496,0.479124,0,1482.82,0,29.016,55.131,0,0,0,0,0,1674.94,2536.09,969.772,-0.479011
872,2015-05-23,00:00:00.00,0,0,3.88485e-15,107.496,0.479124,0,1482.82,0,29.016,55.131,0,0,0,0,0,1674.94,2536.09,969.772,-0.479011
873,2015-05-24,00:00:00.00,0,0,3.88485e-15,107.496,0.479124,0,1482.82,0,29.016,55.131,0,0,0,0,0,1674.94,2536.09,969.772,-0.479011
874,2015-05-25,00:00:00.00,0,0,3.88485e-15,107.37,0.479124,0,1485.74,0,26.0872,55.131,0,0,0,0,0,1674.81,2536.09,969.898,-0.479011
875,2015-05-26,00:00:00.00,8.84179,0,3.88485e-15,107.243,0.479124,0,1488.9,0,31.5845,55.3232,0,0,0,0,0,1683.53,2544.93,970.024,-0.479011
876,2015-05-27,00:00:00.00,1.00475,0,3.88485e-15,107.117,0.479124,0,1492.14,0,29.3262,55.345,0,0,0,0,0,1684.4,2545.93,970.151,-0.479011
877,2015-05-28,00:00:00.00,0.401899,0,3.88485e-15,106.991,0.479124,0,1495.12,0,26.7367,55.3538,0,0,0,0,0,1684.68,2546.33,970.277,-0.479011
878,2015-05-29,00:00:00.00,0,0,3.88485e-15,106.864,0.479124,0,1497.82,0,24.038,55.3538,0,0,0,0,0,1684.55,2546.33,970.403,-0.479011
879,2015-05-30,00:00:00.00,0,0,3.88485e-15,106.738,0.479124,0,1500.25,0,21.6117,55.3538,0,0,0,0,0,1684.43,2546.33,970.53,-0.479011
880,2015-05-31,00:00:00.00,21.3007,0,3.88478e-15,106.612,0.479453,0,1503.75,0,38.9429,55.8168,0.00552112,0,0,0,0,1705.6,2567.63,970.656,-0.479011
881,2015-06-01,00:00:00.00,12.6598,0,3.88463e-15,106.613,0.479418,0,1504.07,0,51.0047,56.092,0.00493284,0,0,0,0,1718.26,2580.29,970.656,-0.479011
882,2015-06-02,00:00:00.00,0,0,3.88463e-15,106.613,0.479387,0,1504.07,0,51.0047,56.092,0.00440725,0,0,0,0,1718.26,2580.29,970.656,-0.479011
883,2015-06-03,00:00:00.00,0,0,3.8847e-15,106.614,0.479359,0,1504.07,0,51.0047,56.092,0.00393765,0,0,0,0,1718.26,2580.29,970.656,-0.479011
884,2015-06-04,00:00:00.00,0,0,3.8847e-15,106.614,0.479334,0,1504.07,0,51.0047,56.092,0.00351809,0,0,0,0,1718.26,2580.29,970.656,-0.479011
885,2015-06-05,00:00:00.00,4.62184,0,3.8847e-15,106.615,0.479311,0,1504.19,0,55.4083,56.1925,0.00314324,0,0,0,0,1722.88,2584.92,970.656,-0.479011
886,2015-06-06,00:00:00.00,4.62184,0,3.8847e-15,106.491,0.479124,0,1509.64,0,54.4812,56.293,0,0,0,0,0,1727.38,2589.54,970.78,-0.479011
887,2015-06-07,00:00:00.00,0,0,3.8847e-15,106.491,0.479124,0,1509.64,0,54.4812,56.293,0,0,0,0,0,1727.38,2589.54,970.78,-0.479011
888,2015-06-08,00:00:00.00,42.1994,0,3.54855e-15,107.627,1.73709,0,1510.14,0,71.6449,57.2103,21.0967,0,0,0,0,1769.46,2631.74,970.902,-0.479011
889,2015-06-09,00:00:00.00,9.44464,0,3.28277e-15,108.863,1.34294,0,1522.95,0,72.9641,57.4156,14.4867,0,0,0,0,1778.02,2641.18,971.788,-0.479011
890,2015-06-10,00:00:00.00,0,0,3.0066e-15,108.946,1.0588,0,1530.16,0,69.3582,57.4156,9.72138,0,0,0,0,1776.66,2641.18,973.148,-0.479011
891,2015-06-11,00:00:00.00,10.6503,0,2.75107e-15,108.606,0.850252,0,1540.16,0,72.5249,57.6472,6.22399,0,0,0,0,1786.02,2651.83,974.439,-0.479011
892,2015-06-12,00:00:00.00,5.22469,0,2.50686e-15,108.281,0.71809,0,1543.65,0,75.8936,57.7607,4.00757,0,0,0,0,1790.31,2657.06,975.374,-0.479011
893,2015-06-13,00:00:00.00,16.076,0,2.54947e-15,108.424,1.18753,0,1544.06,0,81.9207,58.1102,11.8803,0,0,0,0,1805.58,2673.13,976.178,-0.479011
894,2015-06-14,00:00:00.00,2.21045,0,2.23145e-15,108.593,0.944764,0,1550.34,0,80.943,58.1583,7.809,0,0,0,0,1806.78,2675.34,977.183,-0.479011
895,2015-06-15,00:00:00.00,9.04274,0,2.49979e-15,108.474,0.935514,0,1556.61,0,82.7533,58.3548,7.65388,0,0,0,0,1814.79,2684.39,978.224,-0.479011
896,2015-06-16,00:00:00.00,22.9083,0,2.58442e-15,108.628,1.36904,0,1570.88,0,81.8447,58.8528,14.9244,0,0,0,0,1836.5,2707.29,979.417,-0.479011
897,2015-06-17,00:00:00.00,0,0,2.6378e-15,108.606,0.877102,0,1585.79,0,74.3906,58.8528,6.67428,0,0,0,0,1835.19,2707.29,980.726,-0.479011
898,2015-06-18,00:00:00.00,0,0,2.48227e-15,108.263,0.766691,0,1588.34,0,73.114,58.8528,4.82262,0,0,0,0,1834.16,2707.29,981.755,-0.479011
899,2015-06-19,00:00:00.00,0,0,2.41437e-15,107.849,0.548081,0,1595.48,0,69.5081,58.8528,1.15644,0,0,0,0,1833.39,2707.29,982.525,-0.479011
900,2015-06-20,00:00:00.00,0,0,2.4088e-15,107.444,0.479124,0,1599.31,0,66.8339,58.8528,0,0,0,0,0,1832.92,2707.29,983,-0.47901
901,2015-06-21,00:00:00.00,0,0,2.4088e-15,107.188,0.479124,0,1600.59,0,65.5574,58.8528,0,0,0,0,0,1832.66,2707.29,983.255,-0.47901
902,2015-06-22,00:00:00.00,0,0,2.4088e-15,106.895,0.479124,0,1608.04,0,58.1033,58.8528,0,0,0,0,0,1832.37,2707.29,983.548,-0.47901
903,2015-06-23,00:00:00.00,21.0997,0,2.29668e-15,106.987,0.863141,0,1615.37,0,64.2041,59.3115,6.44014,0,0,0,0,1853.18,2728.39,983.84,-0.47901
904,2015-06-24,00:00:00.00,0,0,2.25281e-15,107.034,0.487974,0,1628.05,0,57.8029,59.3115,0.148429,0,0,0,0,1852.83,2728.39,984.186,-0.47901
905,2015-06-25,00:00:00.00,0,0,2.25466e-15,106.809,0.479124,0,1630.4,0,55.5952,59.3115,0,0,0,0,0,1852.6,2728.39,984.42,-0.47901
906,2015-06-26,00:00:00.00,0,0,2.25466e-15,106.58,0.479124,0,1635.84,0,50.1538,59.3115,0,0,0,0,0,1852.37,2728.39,984.649,-0.47901
907,2015-06-27,00:00:00.00,0,0,2.25466e-15,106.394,0.479124,0,1640.81,0,45.1925,59.3115,0,0,0,0,0,1852.18,2728.39,984.835,-0.47901
908,2015-06-28,00:00:00.00,24.9178,0,2.33034e-15,106.687,0.868908,0,1641.31,0,61.7464,59.8532,6.53686,0,0,0,0,1877,2753.31,984.932,-0.47901
909,2015-06-29,00:00:00.00,17.784,0,2.04407e-15,107.427,1.19595,0,1641.76,0,71.7721,60.2398,12.0215,0,0,0,0,1894.42,2771.1,985.299,-0.47901
910,2015-06-30,00:00:00.00,0.20095,0,1.8788e-15,107.831,0.977106,0,1647.11,0,69.2945,60.2442,8.35138,0,0,0,0,1893.81,2771.3,986.109,-0.47901
911,2015-07-01,00:00:00.00,8.23894,0,2.01391e-15,107.904,0.984262,0,1647.32,0,76.014,60.4233,8.4714,0,0,0,0,1901.12,2779.54,987.04,-0.47901
912,2015-07-02,00:00:00.00,0,0,2.19951e-15,107.923,0.930439,0,1647.32,0,76.014,60.4233,7.56877,0,0,0,0,1900.18,2779.54,987.978,-0.47901
913,2015-07-03,00:00:00.00,0,0,2.21016e-15,107.881,0.882351,0,1647.32,0,76.014,60.4233,6.76231,0,0,0,0,1899.29,2779.54,988.873,-0.47901
914,2015-07-04,00:00:00.00,0,0,2.29704e-15,107.821,0.839387,0,1647.32,0,76.014,60.4233,6.04178,0,0,0,0,1898.46,2779.54,989.697,-0.47901
915,2015-07-05,00:00:00.00,0,0,2.35256e-15,107.755,0.801001,0,1647.32,0,76.014,60.4233,5.39803,0,0,0,0,1897.71,2779.54,990.445,-0.47901
916,2015-07-06,00:00:00.00,0,0,2.29769e-15,107.514,0.60884,0,1653.25,0,73.0508,60.4233,2.17539,0,0,0,0,1897.02,2779.54,991.138,-0.47901
917,2015-07-07,00:00:00.00,0,0,2.30283e-15,107.085,0.479124,0,1661.38,0,67.0945,60.4233,0,0,0,0,0,1896.46,2779.54,991.696,-0.47901
918,2015-07-08,00:00:00.00,18.6883,0,2.25061e-15,107.185,0.952957,0,1663.04,0,74.823,60.8295,7.9464,0,0,0,0,1914.78,2798.22,992.07,-0.47901
919,2015-07-09,00:00:00.00,0,0,2.08447e-15,107.577,0.90247,0,1663.04,0,74.823,60.8295,7.09971,0,0,0,0,1914.27,2798.22,992.575,-0.47901
920,2015-07-10,00:00:00.00,0,0,2.12587e-15,107.707,0.857362,0,1663.04,0,74.823,60.8295,6.34323,0,0,0,0,1913.6,2798.22,993.247,-0.47901
921,2015-07-11,00:00:00.00,0,0,2.17456e-15,107.632,0.738926,0,1665.97,0,73.3564,60.8295,4.35699,0,0,0,0,1912.89,2798.22,993.96,-0.47901
922,2015-07-12,00:00:00.00,0,0,2.19329e-15,107.262,0.48346,0,1674.71,0,68.8966,60.8295,0.0727207,0,0,0,0,1912.25,2798.22,994.594,-0.47901
923,2015-07-13,00:00:00.00,0,0,2.19405e-15,106.832,0.479124,0,1680.24,0,63.4392,60.8295,0,0,0,0,0,1911.82,2798.22,995.029,-0.47901
924,2015-07-14,00:00:00.00,0,0,2.19405e-15,106.575,0.479124,0,1684.7,0,58.9797,60.8295,0,0,0,0,0,1911.56,2798.22,995.285,-0.47901
925,2015-07-15,00:00:00.00,8.84179,0,2.19405e-15,106.408,0.479124,0,1688.16,0,64.168,61.0217,0,0,0,0,0,1920.24,2807.07,995.452,-0.47901
926,2015-07-16,00:00:00.00,0,0,2.19405e-15,106.346,0.479124,0,1688.16,0,64.168,61.0217,0,0,0,0,0,1920.18,2807.07,995.514,-0.47901
927,2015-07-17,00:00:00.00,0.401899,0,2.19405e-15,106.299,0.479124,0,1688.17,0,64.5509,61.0305,0,0,0,0,0,1920.53,2807.47,995.561,-0.47901
928,2015-07-18,00:00:00.00,8.94226,0,2.19384e-15,106.294,0.513107,0,1688.4,0,72.4329,61.2249,0.569912,0,0,0,0,1929.43,2816.41,995.6,-0.47901
929,2015-07-19,00:00:00.00,0,0,2.19362e-15,106.117,0.479124,0,1696.95,0,64.4512,61.2249,0,0,0,0,0,1929.22,2816.41,995.811,-0.47901
930,2015-07-20,00:00:00.00,0,0,2.19362e-15,105.925,0.479124,0,1704.93,0,56.4695,61.2249,0,0,0,0,0,1929.03,2816.41,996.003,-0.47901
931,2015-07-21,00:00:00.00,1.00475,0,2.19362e-15,105.88,0.479124,0,1706.9,0,55.4878,61.2467,0,0,0,0,0,1929.99,2817.42,996.048,-0.47901
932,2015-07-22,00:00:00.00,0,0,2.19362e-15,105.847,0.479124,0,1708.36,0,54.0239,61.2467,0,0,0,0,0,1929.96,2817.42,996.082,-0.47901
933,2015-07-23,00:00:00.00,0,0,2.19362e-15,105.847,0.479124,0,1708.36,0,54.0239,61.2467,0,0,0,0,0,1929.96,2817.42,996.082,-0.47901
934,2015-07-24,00:00:00.00,0,0,2.19362e-15,105.847,0.479124,0,1708.36,0,54.0239,61.2467,0,0,0,0,0,1929.96,2817.42,996.082,-0.47901
935,2015-07-25,00:00:00.00,0,0,2.19362e-15,105.814,0.479124,0,1709.79,0,52.591,61.2467,0,0,0,0,0,1929.92,2817.42,996.115,-0.47901
936,2015-07-26,00:00:00.00,0,0,2.19362e-15,105.634,0.479124,0,1717.36,0,45.0277,61.2467,0,0,0,0,0,1929.74,2817.42,996.295,-0.47901
937,2015-07-27,00:00:00.00,0,0,2.19362e-15,105.476,0.479124,0,1723.02,0,39.3646,61.2467,0,0,0,0,0,1929.59,2817.42,996.452,-0.47901
938,2015-07-28,00:00:00.00,0,0,2.19362e-15,105.296,0.479124,0,1728.7,0,33.6823,61.2467,0,0,0,0,0,1929.41,2817.42,996.633,-0.47901
939,2015-07-29,00:00:00.00,0,0,2.19362e-15,105.115,0.479124,0,1733.56,0,28.8202,61.2467,0,0,0,0,0,1929.22,2817.42,996.814,-0.47901
940,2015-07-30,00:00:00.00,0,0,2.19362e-15,104.934,0.479124,0,1737.72,0,24.66,61.2467,0,0,0,0,0,1929.04,2817.42,996.994,-0.47901
941,2015-07-31,00:00:00.00,0,0,2.19362e-15,104.8,0.479124,0,1740.38,0,22.0037,61.2467,0,0,0,0,0,1928.91,2817.42,997.129,-0.47901
942,2015-08-01,00:00:00.00,3.81804,0,2.19362e-15,104.732,0.479124,0,1741.72,1.61117e-17,24.4003,61.3297,0,0,0,0,0,1932.66,2821.23,997.196,-0.47901
943,2015-08-02,00:00:00.00,0,0,2.19362e-15,104.685,0.479124,0,1742.64,-1.20603e-33,23.4764,61.3297,0,0,0,0,0,1932.61,2821.23,997.244,-0.47901
944,2015-08-03,00:00:00.00,21.0997,0,2.19366e-15,104.609,0.47944,0,1744.92,0,41.8386,61.7884,0.00529682,0,0,0,0,1953.64,2842.33,997.32,-0.47901
945,2015-08-04,00:00:00.00,0,0,2.1937e-15,104.552,0.479124,0,1746.83,0,39.9317,61.7884,0,0,0,0,0,1953.58,2842.33,997.377,-0.47901
946,2015-08-05,00:00:00.00,4.62184,0,2.1937e-15,104.505,0.479124,0,1748.43,0,42.8479,61.8889,0,0,0,0,0,1958.15,2846.95,997.424,-0.47901
947,2015-08-06,00:00:00.00,0,0,2.1937e-15,104.505,0.479124,0,1748.43,0,42.8479,61.8889,0,0,0,0,0,1958.15,2846.95,997.424,-0.47901
948,2015-08-07,00:00:00.00,0,0,2.1937e-15,104.505,0.479124,0,1748.43,0,42.8479,61.8889,0,0,0,0,0,1958.15,2846.95,997.424,-0.47901
949,2015-08-08,00:00:00.00,0,0,2.1937e-15,104.486,0.479124,0,1749.06,0,42.2163,61.8889,0,0,0,0,0,1958.14,2846.95,997.443,-0.47901
950,2015-08-09,00:00:00.00,0,0,2.1937e-15,104.486,0.479124,0,1749.06,0,42.2163,61.8889,0,0,0,0,0,1958.14,2846.95,997.443,-0.47901
951,2015-08-10,00:00:00.00,0,0,2.1937e-15,104.458,0.479124,0,1750.01,0,41.2685,61.8889,0,0,0,0,0,1958.11,2846.95,997.471,-0.47901
952,2015-08-11,00:00:00.00,16.2769,0,2.19209e-15,104.477,0.498032,0,1750.43,0,56.4217,62.2427,0.317098,0,0,0,0,1974.38,2863.23,997.471,-0.47901
953,2015-08-12,00:00:00.00,0,0,2.18812e-15,104.468,0.479237,0,1751.98,0,55.1858,62.2427,0.00190312,0,0,0,0,1974.36,2863.23,997.499,-0.47901
954,2015-08-13,00:00:00.00,0.20095,0,2.18816e-15,104.468,0.479225,0,1751.98,0,55.3773,62.2471,0.00170034,0,0,0,0,1974.56,2863.43,997.499,-0.47901
955,2015-08-14,00:00:00.00,10.2484,0,2.18816e-15,104.469,0.479214,0,1752.24,0,65.1416,62.4698,0.00151917,0,0,0,0,1984.81,2873.68,997.499,-0.47901
956,2015-08-15,00:00:00.00,1.40665,0,2.18816e-15,104.315,0.479124,0,1759.03,0,59.7349,62.5004,0,0,0,0,0,1986.06,2875.09,997.652,-0.47901
957,2015-08-16,00:00:00.00,0,0,2.18816e-15,104.161,0.479124,0,1765.85,0,52.9163,62.5004,0,0,0,0,0,1985.9,2875.09,997.807,-0.47901
958,2015-08-17,00:00:00.00,0,0,2.18816e-15,104.006,0.479124,0,1772.37,0,46.389,62.5004,0,0,0,0,0,1985.75,2875.09,997.961,-0.47901
959,2015-08-18,00:00:00.00,0,0,2.18816e-15,103.852,0.479124,0,1778.1,0,40.667,62.5004,0,0,0,0,0,1985.6,2875.09,998.116,-0.47901
960,2015-08-19,00:00:00.00,0,0,2.18816e-15,103.698,0.479124,0,1783.11,0,35.6508,62.5004,0,0,0,0,0,1985.44,2875.09,998.27,-0.47901
961,2015-08-20,00:00:00.00,6.43039,0,2.18816e-15,103.543,0.479124,0,1787.87,0,37.1796,62.6402,0,0,0,0,0,1991.72,2881.52,998.424,-0.47901
962,2015-08-21,00:00:00.00,6.63134,0,2.18816e-15,103.438,0.479124,0,1791.27,0,40.2755,62.7844,0,0,0,0,0,1998.24,2888.15,998.53,-0.47901
963,2015-08-22,00:00:00.00,0,0,2.18816e-15,103.438,0.479124,0,1791.27,0,40.2755,62.7844,0,0,0,0,0,1998.24,2888.15,998.53,-0.47901
964,2015-08-23,00:00:00.00,0,0,2.18816e-15,103.438,0.479124,0,1791.27,0,40.2755,62.7844,0,0,0,0,0,1998.24,2888.15,998.53,-0.47901
965,2015-08-24,00:00:00.00,1.6076,0,2.18816e-15,103.4,0.479124,0,1792.51,0,40.6041,62.8193,0,0,0,0,0,1999.81,2889.76,998.567,-0.47901
966,2015-08-25,00:00:00.00,1.6076,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
967,2015-08-26,00:00:00.00,0,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
968,2015-08-27,00:00:00.00,0,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
969,2015-08-28,00:00:00.00,0,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
970,2015-08-29,00:00:00.00,0,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
971,2015-08-30,00:00:00.00,0,0,2.18816e-15,103.4,0.479124,0,1792.55,0,42.1358,62.8543,0,0,0,0,0,2001.42,2891.36,998.567,-0.47901
972,2015-08-31,00:00:00.00,0.401899,0,2.18816e-15,103.285,0.479124,0,1796.44,0,38.6442,62.863,0,0,0,0,0,2001.71,2891.77,998.682,-0.47901
973,2015-09-01,00:00:00.00,0,0,2.18816e-15,103.131,0.479124,0,1801.2,0,33.8775,62.863,0,0,0,0,0,2001.55,2891.77,998.837,-0.47901
974,2015-09-02,00:00:00.00,0,0,2.18816e-15,103.025,0.479124,0,1804.06,0,31.0219,62.863,0,0,0,0,0,2001.45,2891.77,998.942,-0.47901
975,2015-09-03,00:00:00.00,0,0,2.18816e-15,102.92,0.479124,0,1806.67,0,28.4071,62.863,0,0,0,0,0,2001.34,2891.77,999.048,-0.47901
976,2015-09-04,00:00:00.00,4.62184,0,2.18816e-15,102.815,0.479124,0,1809.3,0,30.3031,62.9635,0,0,0,0,0,2005.86,2896.39,999.153,-0.47901
977,2015-09-05,00:00:00.00,0,0,2.18816e-15,102.709,0.479124,0,1811.85,0,27.7488,62.9635,0,0,0,0,0,2005.75,2896.39,999.259,-0.47901
978,2015-09-06,00:00:00.00,0,0,2.18816e-15,102.604,0.479124,0,1814.19,0,25.4099,62.9635,0,0,0,0,0,2005.65,2896.39,999.364,-0.47901
979,2015-09-07,00:00:00.00,0,0,2.18816e-15,102.498,0.479124,0,1816.33,0,23.2681,62.9635,0,0,0,0,0,2005.54,2896.39,999.47,-0.47901
980,2015-09-08,00:00:00.00,1.00475,0,2.18816e-15,102.393,0.479124,0,1818.35,2.80005e-17,22.2326,62.9853,0,0,0,0,0,2006.44,2897.39,999.575,-0.47901
981,2015-09-09,00:00:00.00,5.42564,0,2.18816e-15,102.287,0.479124,0,1820.54,0,25.3555,63.1033,0,0,0,0,0,2011.76,2902.82,999.681,-0.47901
982,2015-09-10,00:00:00.00,0,0,2.18816e-15,102.182,0.479124,0,1822.67,0,23.2183,63.1033,0,0,0,0,0,2011.66,2902.82,999.786,-0.47901
983,2015-09-11,00:00:00.00,0,0,2.18816e-15,102.115,0.479124,0,1823.9,0,21.9927,63.1033,0,0,0,0,0,2011.59,2902.82,999.852,-0.47901
984,2015-09-12,00:00:00.00,4.62184,0,2.18816e-15,102.056,0.479124,0,1825.13,-7.7216e-18,25.2884,63.2037,0,0,0,0,0,2016.15,2907.44,999.912,-0.47901
985,2015-09-13,00:00:00.00,0,0,2.18816e-15,102.056,0.479124,0,1825.13,-6.82705e-35,25.2884,63.2037,0,0,0,0,0,2016.15,2907.44,999.912,-0.47901
986,2015-09-14,00:00:00.00,0,0,2.18816e-15,102.056,0.479124,0,1825.13,5.78427e-52,25.2884,63.2037,0,0,0,0,0,2016.15,2907.44,999.912,-0.47901
987,2015-09-15,00:00:00.00,0,0,2.18816e-15,102.056,0.479124,0,1825.13,3.21092e-68,25.2884,63.2037,0,0,0,0,0,2016.15,2907.44,999.912,-0.47901
988,2015-09-16,00:00:00.00,0,0,2.18816e-15,101.951,0.479124,0,1827.26,1.78242e-84,23.1568,63.2037,0,0,0,0,0,2016.05,2907.44,1000.02,-0.47901
989,2015-09-17,00:00:00.00,0,0,2.18816e-15,101.845,0.479124,0,1829.21,-9.8944e-101,21.2049,63.2037,0,0,0,0,0,2015.94,2907.44,1000.12,-0.47901
990,2015-09-18,00:00:00.00,0,0,2.18816e-15,101.74,0.479124,0,1831,0,19.4176,63.2037,0,0,0,0,0,2015.84,2907.44,1000.23,-0.47901
991,2015-09-19,00:00:00.00,1.6076,0,2.18816e-15,101.634,0.479124,0,1832.73,0,19.2542,63.2387,0,0,0,0,0,2017.34,2909.05,1000.33,-0.47901
992,2015-09-20,00:00:00.00,5.22469,0,2.18816e-15,101.529,0.479124,0,1834.67,-4.22852e-18,22.4227,63.3523,0,0,0,0,0,2022.46,2914.27,1000.44,-0.47901
993,2015-09-21,00:00:00.00,0,0,2.18816e-15,101.529,0.479124,0,1834.67,-2.41187e-34,22.4227,63.3523,0,0,0,0,0,2022.46,2914.27,1000.44,-0.47901
994,2015-09-22,00:00:00.00,0,0,2.18816e-15,101.515,0.479124,0,1834.91,0,22.1841,63.3523,0,0,0,0,0,2022.44,2914.27,1000.45,-0.47901
995,2015-09-23,00:00:00.00,0,0,2.18816e-15,101.495,0.479124,0,1835.27,0,21.8312,63.3523,0,0,0,0,0,2022.42,2914.27,1000.47,-0.47901
996,2015-09-24,00:00:00.00,0,0,2.18816e-15,101.416,0.479124,0,1836.65,0,20.4487,63.3523,0,0,0,0,0,2022.34,2914.27,1000.55,-0.47901
997,2015-09-25,00:00:00.00,0,0,2.18816e-15,101.311,0.479124,0,1838.37,0,18.7251,63.3523,0,0,0,0,0,2022.24,2914.27,1000.66,-0.47901
