time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
2381,2019-07-10,00:00:00.00,0,0,-3.08956e-14,105.616,0.479124,0,3931.81,0,17.1909,148.752,0,0,0,0,0,4203.85,6842.74,2747.52,-0.478904
2382,2019-07-11,00:00:00.00,4.01899,0,-3.08956e-14,105.436,0.479124,0,3934.67,9.98275e-19,18.2604,148.839,0,0,0,0,0,4207.69,6846.76,2747.7,-0.478904
2383,2019-07-12,00:00:00.00,0,0,-3.08956e-14,105.256,0.479124,0,3937.3,-2.85713e-34,15.6345,148.839,0,0,0,0,0,4207.51,6846.76,2747.88,-0.478904
2384,2019-07-13,00:00:00.00,0,0,-3.08956e-14,105.256,0.479124,0,3937.3,2.46746e-50,15.6345,148.839,0,0,0,0,0,4207.51,6846.76,2747.88,-0.478904
2385,2019-07-14,00:00:00.00,0,0,-3.08956e-14,105.167,0.479124,0,3938.42,1.36971e-66,14.5146,148.839,0,0,0,0,0,4207.42,6846.76,2747.97,-0.478904
2386,2019-07-15,00:00:00.00,0,0,-3.08956e-14,105.134,0.479124,0,3938.8,7.60343e-83,14.1296,148.839,0,0,0,0,0,4207.38,6846.76,2748,-0.478904
2387,2019-07-16,00:00:00.00,1.6076,0,-3.08956e-14,105.089,0.479124,0,3939.37,-2.05502e-17,15.1361,148.874,0,0,0,0,0,4208.95,6848.37,2748.04,-0.478904
2388,2019-07-17,00:00:00.00,4.62184,0,-3.08956e-14,104.92,0.479124,0,3941.85,7.028e-17,17.173,148.974,0,0,0,0,0,4213.4,6852.99,2748.21,-0.478904
2389,2019-07-18,00:00:00.00,2.0095,0,-3.08956e-14,104.74,0.479124,0,3944.53,3.07139e-17,16.4628,149.018,0,0,0,0,0,4215.23,6855,2748.39,-0.478904
2390,2019-07-19,00:00:00.00,0,0,-3.08956e-14,104.559,0.479124,0,3946.9,1.36374e-35,14.0864,149.018,0,0,0,0,0,4215.05,6855,2748.57,-0.478904
2391,2019-07-20,00:00:00.00,0,0,-3.08956e-14,104.378,0.479124,0,3948.94,-1.83917e-50,12.0531,149.018,0,0,0,0,0,4214.87,6855,2748.75,-0.478904
2392,2019-07-21,00:00:00.00,8.03799,0,-3.08956e-14,104.198,0.479124,0,3951.55,-6.88774e-17,17.3092,149.193,0,0,0,0,0,4222.72,6863.03,2748.93,-0.478904
2393,2019-07-22,00:00:00.00,0,0,-3.08956e-14,104.017,0.479124,0,3954.04,-2.85926e-34,14.8106,149.193,0,0,0,0,0,4222.54,6863.03,2749.11,-0.478904
2394,2019-07-23,00:00:00.00,1.2057,0,-3.08956e-14,103.95,0.479124,0,3954.9,1.26032e-17,15.1358,149.219,0,0,0,0,0,4223.68,6864.24,2749.18,-0.478904
2395,2019-07-24,00:00:00.00,0,0,-3.08956e-14,103.95,0.479124,0,3954.9,-5.60384e-34,15.1358,149.219,0,0,0,0,0,4223.68,6864.24,2749.18,-0.478904
2396,2019-07-25,00:00:00.00,0,0,-3.08956e-14,103.928,0.479124,0,3955.16,3.2122e-51,14.8709,149.219,0,0,0,0,0,4223.66,6864.24,2749.2,-0.478904
2397,2019-07-26,00:00:00.00,0,0,-3.08956e-14,103.861,0.479124,0,3955.96,-1.21371e-69,14.074,149.219,0,0,0,0,0,4223.59,6864.24,2749.27,-0.478904
2398,2019-07-27,00:00:00.00,0,0,-3.08956e-14,103.726,0.479124,0,3957.48,0,12.5579,149.219,0,0,0,0,0,4223.46,6864.24,2749.41,-0.478904
2399,2019-07-28,00:00:00.00,0,0,-3.08956e-14,103.591,0.479124,0,3958.83,0,11.2052,149.219,0,0,0,0,0,4223.32,6864.24,2749.54,-0.478904
2400,2019-07-29,00:00:00.00,0,0,-3.08956e-14,103.411,0.479124,0,3960.45,0,9.58773,149.219,0,0,0,0,0,4223.14,6864.24,2749.72,-0.478904
2401,2019-07-30,00:00:00.00,12.057,0,-3.08956e-14,103.23,0.479124,0,3963.19,-2.01203e-17,18.6375,149.481,0,0,0,0,0,4235.02,6876.3,2749.9,-0.478904
2402,2019-07-31,00:00:00.00,0,0,-3.08956e-14,103.049,0.479124,0,3965.88,-5.70092e-34,15.947,149.481,0,0,0,0,0,4234.84,6876.3,2750.08,-0.478904
2403,2019-08-01,00:00:00.00,0,0,-3.08956e-14,103.028,0.479124,0,3966.16,0,15.6679,149.481,0,0,0,0,0,4234.82,6876.3,2750.1,-0.478904
